"","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050"
"48",19353,19754.94427386,19915.972413943,20350.4134800937,20851.8116326543,21267.6699825909,21660.2915591784,22025.2214388641,21134.0749817304,21632.2377742146,21987.2308125078,22079.5617911845,22432.6593900019,22886.0992983241,21521.4756224671,22734.5799327268,23740.436618201,24415.8496712423,25433.2390565716,26450.7493173437,24852.2590307126,26777.0484722045,28151.3749520601,29107.6456211729,30536.2639041892,31925.6239046694,29825.1589599072,31829.4092310518,32972.0971548389,33833.4748865734,34880.4516431728,31067.0123297228,33076.0494148333,34924.2807062563,35675.4351985975,36702.4128226905
"49",18896,19250.106001665,19668.9484332931,19694.9085257795,20173.1126190914,20717.048313291,21143.3121101288,21549.9597739532,21933.3651867777,20903.0070945711,21456.4582552898,21854.5279803004,21950.4265595466,22323.1856567494,22794.6573164251,21294.1242820162,22561.7615910896,23599.6068287939,24276.4318246481,25314.3281091879,26349.4991288498,24608.2152896757,26590.5297010485,27991.0869911746,28948.4059003355,30399.4830005008,31808.544660405,29553.8837493848,31614.5513290664,32779.3262174604,33656.1430209817,34730.7662310785,30727.8023712809,32795.1440199793,34702.1557151997,35465.165503528
"50",18449,18779.283073824,19140.2870729416,19576.4590387305,19466.0548900993,19987.6203845773,20574.3172973864,21011.0774595264,21432.0070173287,21834.4129194043,20663.6354099983,21272.0183255627,21713.5961062582,21813.1132077556,22205.9570768656,22695.9926253662,21058.2428578129,22379.9268333637,23449.9418982228,24128.0449754625,25186.7848034718,26240.076325391,24354.2031147937,26393.5781413524,27820.4682161347,28778.637829191,30252.5329636582,31681.8131203862,29270.5942874119,31387.3874048119,32574.3441427888,33466.7715828843,34569.6910499137,30376.3811861429,32500.9437350428,34466.747256709
"51",18002,18307.691065236,18654.9811024508,19022.9600416484,19476.8966722457,19228.8080635942,19793.3147305327,20422.9812811344,20870.3197552545,21305.7837049363,21727.7234057218,20415.3193667764,21078.2555097746,21563.7656053374,21666.950778104,22080.3044466866,22589.4441999551,20813.17833571,22188.3788299911,23290.7196536267,23969.9485183335,25049.8548833185,26121.7233475337,24089.4663756552,26185.3735351082,27638.6649060803,28597.4618284014,30094.5140309057,31544.5230880466,28974.3803223536,31146.9431936514,32356.1490029157,33264.3425941488,34396.2055789671,30011.8070790432,32192.4367493767
"52",17548,17801.5612315,18157.9891486263,18522.4982956112,18897.5206837689,19369.6562559076,18982.5651781755,19589.5655552136,20262.38537206,20720.3719967071,21170.6155732612,21612.625896995,20157.418394336,20874.496334804,21404.3463466271,21511.2468047435,21945.5320092231,22474.3194468922,20558.2764059745,21986.4068484764,23121.1952392879,23801.3773625037,24902.7528419475,25993.6452205019,23813.2441240273,25965.0758566305,27444.7950388618,28403.9675696106,29924.4875803541,31395.7221469824,28664.3219436497,30892.219474258,32123.7067318465,33047.8007052334,34209.243386921,29633.1383552896
"53",17070,17456.70767062,17591.9351020812,17999.283820286,18381.2136796868,18763.3382712282,19254.1036273253,18726.7038518499,19375.7204117136,20091.8484239431,20560.5391911989,21025.7982314797,21488.4167527569,19889.2710908009,20660.0427811943,21234.6196618846,21345.2797700848,21800.9122480687,22349.89118635,20292.8611426369,21773.2735666658,22940.592762488,23621.5339409402,24744.6566198093,25855.0064501251,23524.7496004937,25731.8124179844,27237.9390902627,28197.2053755145,29741.4704616697,31234.4083521419,28339.4670619025,30622.1776708858,31875.9398584419,32816.0439807384,34007.6865273667
"54",16563,16955.54199702,17357.7833187805,17372.5160851738,17830.9408025444,18230.4791618678,18619.7529696712,19129.5717048352,18460.5887758313,19151.1069271993,19910.6617823875,20390.0962278063,20870.5939048931,21354.3550117156,19610.2018242923,20434.1738677827,21053.8363703504,21168.2968556954,21645.6822969505,22215.392737225,20016.2410758429,21548.2157138929,22748.1029973206,23429.5855923515,24574.7031669387,25704.9251960989,23223.1756020989,25484.6774012508,27017.1369433006,27976.1825116863,29544.42935347,31059.5229642428,27998.8361332004,30335.7387089955,31611.7242093237,32567.9191812844
"55",16020,16421.47098693,16832.3825013714,17250.6162257081,17142.6949830205,17652.316339626,18069.6343605641,18466.0911122001,18995.376095053,18183.5836722234,18915.0471466776,19718.1054338088,20208.3044915492,20704.2485511398,21209.6796408896,19319.5336670635,20196.1612082599,20861.2340224968,20979.5312991951,21479.0616487199,22070.0358674678,19727.7226935001,21310.4608900278,22542.9019826294,23224.6836276175,24392.0085816211,25542.4938716202,22907.7108235612,25222.7521306667,26781.409991928,27739.8861343143,29332.3047823765,30869.9752369609,27641.4424974818,30031.8074000649,31329.914697339
"56",15443,15866.08549506,16270.2388785438,16699.8817062772,17134.5571848525,16901.8775581549,17462.754381027,17897.9967944739,18301.6520112011,18850.7955252397,17895.0854248309,18666.870833046,19513.4425415449,20014.4014651673,20525.9755092729,21053.5866005886,19016.6229112125,19945.2779501746,20656.0275081996,20778.1914716003,21300.2336184627,21912.9858012154,19426.6420563856,21059.2319731476,22324.1400486073,23005.9502128581,24195.6453998004,25366.749074589,22577.568148067,24945.1033541701,26529.7457785505,27487.2650663242,29103.9821512828,30664.6047931134,27266.3169985267,29709.2675904966
"57",14837,15257.476538738,15701.9428441065,16108.6618208304,16557.3753866216,17008.9286848546,16649.4632454155,17261.5820535372,17714.8628446571,18125.7114954095,18695.080319629,17594.4901147248,18405.8976746873,19295.9162066517,19807.6013010492,20334.9606990797,20885.2392798961,18700.8244087517,19680.7839384018,20437.4085540987,20563.4615582163,21108.3520401281,21743.3729582611,19112.3322368831,20793.7354558435,22090.941992363,22772.4799635808,23984.651532525,25176.686145106,22231.9535118973,24650.7749821097,26261.0999750205,27217.2337476571,28858.3037963509,30442.2002101592,26872.477925923
"58",14216,14589.635073058,15060.995745067,15526.9430110011,15936.0902744384,16404.1864502003,16873.0354579215,16384.8586538844,17048.1236727513,17519.5214949407,17937.5355063662,18527.4651836795,17281.2062306125,18131.4524881114,19064.7650428516,19587.110332948,20130.3776140428,20703.7823478539,18371.5056960373,19401.9421240246,20204.5618271443,20334.5176214906,20902.5564996465,21560.3070431534,18784.1380772242,20513.1786625974,21842.4243514116,22523.3576635491,23758.0471831574,24971.2750765423,21870.0837155687,24338.8082825608,25974.4167905004,26928.6930474564,28594.0891429876,30201.5177824357
"59",13592,14088.413731424,14330.9691884839,14852.9680456706,15340.4413834555,15751.8547124485,16239.6043630302,16726.1376807315,16107.5048110334,16821.6990352398,17311.2429411858,17736.3641801586,18347.1443313737,16954.7030003213,17842.8856350596,18819.2180183866,19352.1150344324,19911.3672382746,20508.3124729093,18028.0961237275,19108.0329678753,19956.6546417547,20090.5151633839,20681.9493924626,21362.8450522314,18441.4614882193,20216.7782465696,21577.6830941634,22257.6427886148,23514.8065228907,24749.4217535575,21491.2275336512,24008.24240966,25668.61089058,26620.5083469495,28310.0978251496
"60",12976,13439.700063328,13950.7849334286,14060.5519112258,14632.8127785835,15141.792930295,15555.2827021985,16062.9068306195,16567.4756963639,15816.869064083,16581.6349197814,17089.2961705754,17521.4322053597,18153.2968073605,16614.4878783978,17539.5707643577,18558.5092937512,19101.801309505,19677.0621357895,20297.9072565186,17670.0645527125,18798.3569691826,19692.8556266639,19830.6090507104,20445.6219065603,21150.0220023304,18083.7422247212,19903.7673072914,21295.8144025017,21974.3925606703,23253.8884165898,24510.0043118158,21094.6916049541,23658.1289861795,25342.5941460134,26291.53902613
"61",12348,12796.135602512,13276.539604775,13802.4648615293,13777.9612094661,14399.9617653379,14930.3566284139,15345.7035784009,15873.3650119054,16396.2754874458,15512.447178759,16327.2694066931,16852.9540071809,17291.9742274989,17945.0923620988,16260.107132228,17220.9078261492,18281.8833178032,18835.3600249573,19426.5925363841,20071.6318495391,17296.9202158125,18472.2385232788,19412.3402720613,19553.9593628632,20192.6605758661,20920.8578761313,17710.4591186691,19573.3999399472,20995.9209090326,21672.6684171473,22974.2438748656,24251.8810739866,20679.8228325268,23287.5380936677,24995.283092604
"62",11766,12159.80981208,12604.7860167566,13101.909973495,13642.7930895435,13482.8063212805,14153.8607451833,14705.4961111867,15122.4488810546,15670.2430838671,16211.7474580971,15193.7661963206,16057.9533020111,16601.4937600594,17047.2250941007,17721.6908027821,15891.1496754348,16886.3258560956,17988.5960401404,18551.9878158374,19159.0864144989,19828.5380337886,16908.2166465009,18129.0284508255,19114.2920321389,19259.7321682296,19922.1470945716,20674.3564037458,17321.1339921644,19224.9535695738,20677.1126101613,21351.5368170858,22674.8156379563,23973.8890610517,20246.0124074127,22895.5604127596
"63",11167,11535.729943668,11959.9762272169,12401.4133909012,12915.1956764117,13471.0871194938,13174.7764427137,13893.9900588189,14466.5879890806,14884.8576670926,15452.7930909549,16013.0723957276,14860.4323324481,15773.069184596,16334.205593352,16786.4231602561,17482.2338634762,15507.3152752354,16535.3266193055,17677.9327526754,18250.8974205329,18873.6703237737,19567.6527691657,16503.6222637006,17768.1432722916,18797.9154051669,18947.1103142454,19633.1562295962,20409.49087683,16915.3993672851,18857.7633583045,20338.5197012147,21010.0791756788,22354.5326653049,23674.8247202052,19792.7641785455
"64",10579,10889.016329061,11293.6293024827,11748.0048323913,12185.493634895,12715.7819296906,13286.6526740862,12853.6233755762,13619.8627603716,14213.0258373634,14632.2819949673,15220.2646835662,15799.4142142156,14512.115434294,15472.0313420623,16050.3975297679,16508.817552952,17225.857026244,15108.3876358582,16167.4725992968,17349.2096485668,17931.3228926347,18569.4786418742,19287.9921301683,16082.8930118033,17389.0563997168,18462.4402124884,18615.2987227663,19324.7666415026,20125.2192628727,16492.9731287338,18471.2165666885,19979.2976951353,20647.3985457207,22012.3235553133,23353.4624600545
"65",10167,10417.499208728,10599.866645427,11039.3900107943,11523.4369973222,11956.5382625275,12503.0804676711,13088.812622071,12519.1651286798,13331.0435871785,13944.2454234938,14364.1140119001,14971.9365525884,15569.9545975577,14148.5568155133,15154.3092330851,15749.4242310827,16213.6996405159,16951.7257021763,14694.2327066704,15782.4006518384,17001.8015970545,17592.5513224066,18245.6899591704,18988.6024311484,15645.8715628542,16991.3164779079,18107.1533886376,18263.5574597313,18996.0995326861,19820.5277097792,16053.6603425136,18064.7753816898,19598.6624847031,20262.6570272544,21647.1614940637
"66",9699,9978.27597753,10244.7097331324,10299.5079973726,10772.7665638991,11285.8513365925,11714.0945916118,12276.5216113484,12876.8918139728,12171.3206263461,13027.1604889454,13659.7254920616,14079.7840311073,14707.105213327,15323.8735048073,13769.6026762344,14819.4368544984,15430.6871157539,15900.3985607839,16659.0204578976,14264.848124479,15379.8513791613,16635.1496527565,17233.9238211146,17901.5195024447,18668.5415239812,15192.5384736269,16574.5726845167,17731.4021070215,17891.2027167217,18646.3083002866,19494.4089723615,15597.4019428803,17637.9979175319,19195.8923906422,19855.0751603251
"67",9247,9485.85923754,9777.80410123753,10060.1169367783,9987.98288847974,10493.5778219865,11034.8689114763,11457.7513931519,12035.5613843747,12650.2249866206,11810.1063193143,12707.9085175391,13358.9942733023,13778.7676960573,14425.0935882688,15060.3585828048,13375.2021774546,14467.018079216,15093.6417460619,15568.2896232122,16346.9470110008,13820.3562557517,14959.6694562249,16248.7676434904,16854.8437270193,17536.2289184419,18326.890207051,14723.0052327496,16138.5769754661,17334.6017513039,17497.6152574111,18274.5890165856,19145.8742826674,15124.2689641761,17190.5420529577,18770.3370973668
"68",8814,9020.342362934,9260.93531468665,9565.21796892064,9863.25528699802,9665.42125077183,10201.7265739647,10770.1859167781,11187.1738212268,11779.7241880995,12408.2059043159,11435.6413177701,12373.0792731281,13041.6697863931,13460.6297011655,14125.3034316414,14778.664424988,12965.4189124852,14096.7633383061,14737.8441591473,15216.8455109467,16014.7968275431,13361.0013631205,14521.8239863897,15842.2859698106,16454.827501733,17149.1858279541,17962.8213832318,14237.5129868053,15683.2119042567,16916.2867127694,17082.2933489585,17880.2442734629,18774.0269989619,14634.4649311178,16722.2006904964
"69",8396,8541.008111766,8782.04842471748,9024.00959298647,9340.19085967972,9653.68100633523,9332.07554394217,9897.21047325215,10491.5643950861,10902.0918538426,11508.5782140244,12150.2507935638,11048.1849337888,12022.564710777,12707.4471587763,13125.0065464525,13807.1830377121,14478.0667452717,12540.465314616,13708.4885029432,14362.9351715344,14845.6131870696,15661.9074964148,12887.2058516248,14066.4357634885,15415.4458648049,16033.4886113278,16739.8339562291,17575.5523667277,13736.4901209952,15208.5109250671,16476.0968852998,16644.8359904801,17462.6482360961,18378.0093631082,14128.3798308099
"70",7993,8090.038013996,8257.44290149382,8532.02238196358,8774.93698376147,9102.45696184875,9430.99498037098,8988.32810267351,9580.13798516807,10198.8541968865,10602.3234881759,11221.7619456605,11875.8273311338,10648.1466964691,11656.3789942355,12356.1255108479,12771.6350914489,13470.2593564093,14157.8969530303,12100.7166803001,13302.1411851522,13968.6710786047,14454.2468525377,15287.6994670176,12399.5777333197,13593.7965026838,14968.1299526146,15590.5715051841,16307.7309156742,17164.3864322767,13220.5610550205,14714.6818760619,16013.8119593603,16184.9781875587,17021.2865250484,17957.0462459707
"71",7588,7788.756757348,7775.01279936506,7963.55879108153,8270.25703439732,8513.66003221797,8851.83119530764,9194.86799966411,8634.67317436748,9250.72930909099,9892.00845065809,10287.792054539,10919.0099515762,11584.4874449008,10236.068296167,11274.6664789244,11987.6276429743,12400.3754858745,13114.1705179138,13817.5823663912,11646.6970039086,12877.8135629652,13554.9466573191,14042.5360601079,14891.7145860477,11898.8797341521,13104.3615791692,14500.3797833092,15125.976465516,15852.5821784332,16728.7577203384,12690.5151292174,14202.1059536077,15529.3749950705,15702.6167647156,16555.7940152072
"72",7201,7357.544381544,7572.93760566697,7451.47655650392,7659.7319732224,7996.85015223305,8240.22440359744,8588.22181227866,8945.04993688491,8271.74841451636,8909.34100521643,9571.10210127055,9958.5447571289,10600.1674142254,11275.8778809864,9812.6595341534,10877.7282595608,11602.0219122858,12011.2321973372,12738.6820205905,13456.6576775723,11179.1171058795,12435.7707004389,13121.8194690464,13610.4280855617,14473.6331241388,11386.0752849015,12598.7890062469,14012.4260386827,14639.787240935,15374.2647686291,16268.2489127606,12147.354876025,13671.376691031,15022.9219175175,15197.8390329616
"73",6845,6951.243281184,7116.07065784705,7345.44110747766,7120.13335798479,7346.4829064289,7712.02427717362,7954.79841475578,8311.6483573864,8681.38522452794,7900.36131181857,8556.49132120227,9236.35497791879,9614.77615062042,10265.2114520832,10949.7588014323,9378.82928613161,10466.0514636528,11199.5498257065,11604.381482497,12343.7114394235,13074.7860454906,10698.9090419743,11976.4830051072,12669.5406895949,13158.0580150733,14033.3007125543,10862.365578945,12077.9768772324,13504.724063119,14132.3057944495,14872.8600896606,15782.6201760896,11592.3353806312,13123.3393364049,14494.8180035604
"74",6463,6576.220102465,6691.28205434921,6863.741460078,7106.27041586027,6781.81397000306,7024.46416121374,7416.13273070973,7657.6824301927,8022.2590700464,8403.83876052837,7521.45936707557,8192.85144369901,8888.14140267224,9256.83994660767,9914.27483241424,10606.0382516232,8935.65366989892,10040.3071949137,10780.6390417392,11180.1885161672,11929.3593261637,12671.8023118766,10207.1970574982,11500.6287594258,12198.5709757675,12685.7714307889,13570.7661522614,10329.141839666,11543.0406724968,12977.9609165546,13604.0688217722,14348.682986751,15271.8545782492,11026.9153274162,12559.0743931738
"75",6072,6155.308629958,6298.33905480338,6421.50873913221,6600.84355190268,6855.54443900308,6437.48791457248,6694.47323199156,7109.67290400939,7349.32239931739,7720.34440642591,8112.50880692346,7136.14343525624,7819.26050657133,8527.00599611905,8885.26531840255,9547.66234866389,10244.7880403061,8484.39197213063,9601.36884020259,10345.9223857288,10739.2269667181,11495.9286015366,12247.731387171,9705.31594555263,11009.1149565093,11709.6018953577,12194.1462455565,13086.3029914104,9788.00340786479,10995.3342661311,12433.0787486825,13055.8717822922,13802.3061163901,14736.1817865401,10452.7763977717
"76",5686,5853.89731212,5841.4439216046,6011.98932735394,6142.45243818861,6327.79607412018,6593.50421665672,6088.280254158,6357.46697593749,6793.29731568756,7030.32049664581,7406.34612552687,7807.63399257697,6745.68671395926,7436.74125044748,8153.67636378679,8500.76969594372,9165.86143276758,9866.25190200015,8026.50846969864,9150.32940717678,9896.25297783423,10282.2935967315,11043.9365435592,11802.7972710656,9194.83445634674,10503.0961140573,11203.5727492156,11684.0085150721,12580.4223218875,9240.78530558123,10436.4742244658,11871.2949964894,12488.7879155448,13234.5768388683,14176.0915238206
"77",5312,5446.761197468,5625.62635431087,5522.46582452948,5717.96547431304,5854.80863860211,6045.18844367609,6320.56254911594,5735.45581677783,6014.56385370606,6467.84230239009,6701.469332244,7080.9043370249,7489.65429433237,6351.51476774181,7046.51011493254,7769.1009694705,8104.30075945529,8769.60349792131,9470.92516876595,7563.65338942764,8688.52591598738,9432.75198429811,9810.46331724975,10574.1923109037,11337.5212771353,8677.54318415058,9984.00906251354,10681.7262732412,11156.4994828341,12053.9649858356,8689.52204437868,9868.33983819305,11294.1475828526,11904.2287414201,12646.6981400323
"78",4945,5051.895094016,5198.80427865942,5387.55715468507,5199.56648014649,5417.21002221262,5559.42524652079,5753.76648471318,6037.29037679887,5380.40437449517,5667.02835233427,6134.31229721055,6363.7359720362,6744.84145910636,7159.19510097861,5955.18919551903,6649.95914737935,7374.43048483937,7697.01713923517,8359.84437958358,9059.53491585651,7097.64334669312,8217.51752017955,8956.78613853695,9325.06614790192,10087.7736487964,10852.6986074807,8155.43198486772,9453.54816782867,10145.5832465939,10613.049769841,11508.0753498051,8136.42553741759,9293.04748062739,10703.4671315727,11303.9156876008
"79",4586,4677.418123165,4785.11039450691,4942.80313114394,5140.20864641488,4874.04282145706,5110.8017185125,5257.29656363622,5454.43251985116,5744.42633497473,5024.60233845835,5316.24320757434,5793.86974872928,6018.25522439758,6399.16473932666,6817.08072085472,5558.363632992,6248.62878621773,6971.00853370441,7280.28087307399,7937.77031610887,8633.05968329071,6630.41191564518,7739.06083760724,8469.95799528977,8827.68160140056,9586.03748591088,10349.425047516,7630.63957636209,8913.6422392372,9596.93282057895,10055.3769554483,10944.2171164499,7583.81950611374,8712.90250646391,10101.3554261207
"80",4238,4302.484418064,4404.80136091912,4512.65778382573,4679.62173970341,4884.29538134929,4547.34631268176,4800.00525430886,4949.61371334773,5148.29694206221,5442.9299062398,4669.66598689637,4963.76332191122,5447.89111105633,5666.38733455572,6045.12647710726,6464.39716824702,5162.84299430319,5844.27035083285,6560.43868925284,6855.72711507945,7504.87229577088,8192.80861196766,6164.07961001891,7255.18608081963,7974.1871890353,8320.22283654958,9070.70930801956,9829.19134730533,7105.53274918889,8366.54154375967,9037.9244300426,9485.58096591084,10364.2749089517,7034.2216308534,8130.48804178388
"81",3898,3924.57656981,4016.79680667663,4128.3659427157,4235.71830867642,4410.29107087383,4620.69418453338,4221.10219911605,4486.26999887966,4637.75590166575,4836.66147230487,5133.95218195241,4317.38492323946,4611.33399660106,5097.96140105832,5309.70778954897,5684.20145119589,6102.45476274723,4770.62273101203,5438.86056933508,6144.57447511446,6425.25113510164,7062.91455399168,7740.37077617668,5700.99648443842,6768.20369110325,7471.69639087745,7804.91653294726,8543.8410129147,9293.8185898011,6582.74656650644,7814.81882182393,8471.05024648446,8906.11630079873,9770.50155735064,6490.40509136286
"82",3561,3667.00570889,3614.416365147,3730.40929258776,3849.4748048388,3955.6272040326,4136.0094813374,4350.4587996395,3897.04656238667,4171.19557363068,4323.26636261608,4521.00604770491,4818.83997206912,3969.63825763185,4260.8261997827,4745.84125106917,4949.98008324206,5318.07605026024,5732.79715582676,4383.7930896353,5034.53553320033,5725.48504496619,5990.97639746728,6613.92654488065,7277.63166549099,5243.63365380659,6280.63935983768,6964.97247938248,7284.27088284192,8007.80753624015,8745.48391568868,6065.07166812015,7261.30438708626,7899.10368027602,8319.76306614065,9165.52130473195
"83",3232,3318.764979843,3431.76369899911,3309.2500348244,3444.91857005179,3569.64468263479,3673.88623635521,3858.16956190857,4074.86091952094,3576.99925963454,3856.52924730038,4007.85929185392,4203.0063669439,4499.17029107415,3628.35213744036,3914.21020406001,4393.46904947148,4589.16393722322,4948.67285145536,5357.24605133355,4004.48982018563,4633.56779446495,5305.46231124498,5555.26540292237,6160.23824808926,6806.83455552661,4794.52889547525,5795.21937055762,6456.77766428695,6761.09457456545,7465.35522639362,8186.79949873212,5555.4009215039,6709.07751216832,7325.19419969722,7729.65503437583
"84",2906,2981.174121056,3075.16802193679,3193.55549182496,3010.84693425295,3162.02857811527,3290.53070234423,3392.14906442351,3578.34675544902,3795.38260629134,3262.84395204324,3544.14723519771,3693.40234320989,3884.51802412934,4176.73811600502,3295.47954360903,3573.5338736941,4042.94059830436,4229.39532896526,4578.13301918536,4977.88790285889,3634.87200997064,4238.34125364678,4886.99732980318,5120.69566725404,5704.45961046571,6330.56516772211,4356.25984886387,5314.84083529251,5950.12128137667,6238.46888055129,6919.57863373085,7620.79606078703,5056.69818062462,6161.43320668742,6752.71575445598
"85",2581,2661.573524086,2732.32801355619,2831.7243135877,2953.81509263388,2720.98548590316,2883.52064242689,3013.89726364644,3112.19216969217,3298.27189871715,3513.69087674541,2956.49593471571,3236.02174685664,3381.88375930537,3567.54393268035,3853.52520479918,2972.96809387416,3240.88749571809,3696.47224482742,3872.94889451873,4208.77876971417,4597.03775861167,3277.08672728433,3851.30984907643,4472.73647209935,4690.01438113632,5249.43491851439,5851.70703796963,3931.40139262753,4842.52100188345,5448.20682739975,5719.69349819388,6373.86651455428,7050.87077311756,4571.94845894541,5621.82443050577
"86",2260,2333.048695899,2420.82068602364,2486.95515981059,2589.8935648886,2713.95229260271,2441.21997841542,2611.03284370264,2741.40230983598,2835.69817673833,3019.61989084759,3231.43151027724,2659.6562185881,2933.9778552039,3075.1691348402,3253.99021320896,3531.45768753925,2662.50045312913,2918.13707387852,3356.12880036908,3521.95969802424,3842.83040942013,4216.95546282311,2932.9810331408,3474.68824855151,4065.15734129538,4265.80249125227,4797.89608618359,5373.08701303599,3522.18366942759,4381.02218394548,4954.04005219933,5207.88374159616,5831.48841141921,6480.36814355524,4103.76802556695
"87",1975,2007.02479142,2092.56767881599,2185.11727658001,2246.46410144088,2351.09009783383,2475.36778039299,2172.88198408061,2346.06334033591,2474.60350215148,2564.26356777705,2744.02249593295,2950.2482647474,2373.81308149393,2639.69791936372,2775.00810588112,2945.67603646921,3212.4223074353,2365.49612068217,2606.92615042974,3023.82959745934,3178.43095054032,3482.41917700899,3839.86653828706,2604.10412183803,3110.45456367627,3666.57713983442,3850.48426357592,4352.48028439028,4897.50383564105,3130.49437033324,3932.85668749805,4470.43969142897,4705.98367953454,5295.61804767249,5912.61690822716
"88",1692,1785.067676625,1766.85400919274,1860.92695721195,1955.91239783405,2012.34306720355,2116.84054314226,2239.60626995156,1917.29068705392,2090.15997350907,2215.14183224462,2299.58292863111,2473.24912279376,2671.96240051402,2100.45997842331,2354.92977066092,2483.24144204703,2644.54124840495,2898.47434734204,2083.34872519597,2308.91087756112,2701.58071528615,2844.47089031246,3129.82810082212,3468.20648962424,2291.97187637758,2760.62008413777,3279.42874850529,3446.61320310347,3916.0254437428,4428.0344807232,2758.19039428273,3500.61014251069,4000.37118758109,4217.10872041275,4769.68639437254
"89",1445,1508.030449092,1599.04957623806,1540.60530195874,1639.50161363886,1734.70277002498,1786.13418041608,1888.76178955701,2008.3390036473,1675.71973923433,1844.8891042475,1964.7125786511,2043.42061464588,2209.18240632183,2398.55334288053,1841.06028324552,2081.45269717161,2201.76814527919,2352.61511074594,2591.81062529671,1817.38949152865,2025.72173932331,2391.43746612803,2522.25518133543,2787.45663052981,3104.59040911761,1998.02653136356,2427.184939462,2906.21661953382,3056.82679268291,3491.52806242763,3967.99788407384,2407.04962138951,3086.88822941659,3546.89365817894,3744.49226450008
"90",1221,1268.15807069,1330.68277021619,1418.35983162475,1329.30588651412,1429.63687840569,1522.99963529762,1569.3999507147,1668.53024591269,1783.33679991282,1449.35940129088,1611.79727298032,1725.02785073752,1797.57342532879,1953.78355376813,2132.12804113238,1597.00621518343,1821.03509202237,1932.50319177859,2071.97454554903,2294.73038165807,1568.84603075143,1758.91864694297,2095.45697528838,2213.97858764238,2457.77266166556,2751.76806474744,1723.59134144984,2112.0852347953,2549.46038597569,2683.78817610953,3082.08505445146,3520.9000084398,2078.71635236377,2694.25166937613,3113.09178697665
"91",1016,1059.087067896,1100.59231333522,1161.30248775954,1244.45515959555,1133.85463500896,1232.60748189168,1322.28813109664,1363.68186736005,1457.84181828385,1566.43253024522,1239.27481694686,1392.36594792928,1497.77060992291,1563.82400381356,1709.04662380006,1874.87758430875,1369.5727160852,1575.38394281452,1677.32577883264,1804.6914328815,2009.58300572921,1338.79749448956,1509.94017880063,1815.64094532146,1921.79574199879,2143.25129261486,2412.562942829,1469.82148309744,1817.13241770354,2211.62615363841,2330.11457141744,2690.81864396916,3090.35817974916,1774.64178046534,2325.14006360914
"92",834,862.754796712,907.384293092015,943.470812576467,1001.20374974823,1078.79529481191,954.982573884657,1049.57216110659,1133.97956564955,1170.4514577747,1258.36244305048,1359.4723377499,1046.36182611376,1187.96021492807,1284.54063333836,1343.88524532027,1476.94145130103,1629.02009449124,1159.86762453689,1346.08697062703,1438.01868071623,1552.76916334757,1738.70206026682,1128.12770657555,1280.04838166313,1553.86939052263,1647.75170303902,1846.30039039125,2089.79451347619,1237.65298369057,1543.94637816509,1895.04626300808,1998.29318683496,2320.78417138198,2680.00347929853,1496.02160121886
"93",672,691.82929185,722.594075053638,766.899143287053,797.853144156143,851.622723109399,922.79488648213,793.213683729478,881.52492728765,959.35780172569,991.054991072467,1071.6699286231,1164.25577926485,871.302298062276,999.773086308053,1086.79377379889,1139.33695398736,1259.34594620151,1396.72998714942,968.780225584021,1134.54922281734,1216.20024112703,1318.06970521259,1484.32633061079,937.478480993485,1070.27137629501,1311.82720183681,1393.70403129974,1569.17430207928,1786.18432868407,1027.75212812337,1293.884805409,1601.82967368851,1690.58671985426,1974.86230456118,2293.36172234317
"94",532,565.699782144,565.157718719419,596.07147054028,638.485802132057,664.64269439943,713.665790550397,777.767885677282,648.828491779691,729.245422410735,799.521802077246,826.653886404325,899.188749533677,982.466028299521,714.521655089787,828.767938524502,905.776861611644,951.5569971955,1057.96955010866,1180.05475862668,796.931033327908,941.926837648362,1013.25165785252,1102.23367811829,1248.5098078472,767.206059761929,881.346855686325,1090.926588611,1161.23941830054,1313.87848542818,1504.24807509294,840.46858238916,1067.97240840438,1333.76649244019,1408.93212368792,1655.63889056705
"95",414,437.95111416,468.45333080447,453.937854731501,483.515545704248,522.799254954788,544.538531351887,588.254963304602,644.866576548329,521.833375431356,593.25153048123,655.327439834611,678.163960839955,742.120749898068,815.592711483397,576.151815683187,675.622595543912,742.461733759999,781.650465329553,874.271187750782,980.822238427906,644.626370966168,769.061908516552,830.243507565474,906.597360642342,1033.02436998405,617.344140272514,713.670430427815,892.229788561948,951.589394230531,1082.06959167948,1246.1778673538,675.796014287657,866.834696020703,1092.23192675093,1154.83804568374
"96",315,332.9612181,353.971470238865,380.909031866876,357.863212394973,384.999243113181,420.252466543799,437.990259895774,476.073984130022,525.018652087415,411.938843733301,473.758123192686,527.332706811071,546.197784195758,601.376030558724,664.851568290111,456.003235703145,540.6794621846,597.483094587635,630.381683309075,709.376641451584,800.543170061103,511.82195895781,616.423408298225,667.866768846438,732.11215123303,839.26086800988,487.577345094064,567.253463073108,716.377768579044,765.551127866369,874.957488733857,1013.72151434838,533.344425041191,690.64201700159,878.096599383569
