1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
3878.00,3880.00,3877.00,3875.00,3879.00,3909.00,3989.00,4108.00,4248.00,4408.00,4582.00,4767.00,4959.00,5150.00,5339.00,5501.00,5637.00,5800.00,5964.00,6124.00,6290.00,6461.00,6650.00,6836.00,7029.00,7199.00,7351.00,7516.00,7690.00,7882.00,8089.00,8302.00,8503.00,8708.00,8941.00,9184.00,9406.00,9610.00,9826.00,10053.00,10246.00
3698.00,3707.00,3708.00,3706.00,3703.00,3721.00,3783.00,3882.00,4003.00,4144.00,4302.00,4476.00,4662.00,4850.00,5039.00,5203.00,5339.00,5474.00,5636.00,5797.00,5953.00,6151.00,6360.00,6555.00,6747.00,6914.00,7055.00,7206.00,7369.00,7546.00,7740.00,7953.00,8174.00,8374.00,8578.00,8809.00,9015.00,9197.00,9391.00,9595.00,9804.00
3509.00,3525.00,3533.00,3534.00,3532.00,3544.00,3594.00,3675.00,3776.00,3898.00,4037.00,4195.00,4370.00,4552.00,4737.00,4900.00,5039.00,5174.00,5308.00,5467.00,5624.00,5812.00,6047.00,6261.00,6462.00,6627.00,6763.00,6904.00,7054.00,7219.00,7398.00,7600.00,7822.00,8043.00,8244.00,8441.00,8631.00,8799.00,8972.00,9155.00,9342.00
3315.00,3334.00,3349.00,3357.00,3359.00,3371.00,3416.00,3484.00,3567.00,3669.00,3789.00,3928.00,4086.00,4257.00,4436.00,4597.00,4736.00,4873.00,5007.00,5138.00,5292.00,5480.00,5705.00,5943.00,6162.00,6334.00,6469.00,6604.00,6744.00,6897.00,7065.00,7254.00,7467.00,7690.00,7912.00,8101.00,8255.00,8408.00,8569.00,8731.00,8898.00
3120.00,3140.00,3158.00,3173.00,3182.00,3198.00,3241.00,3304.00,3374.00,3458.00,3559.00,3678.00,3817.00,3971.00,4138.00,4293.00,4432.00,4569.00,4704.00,4835.00,4962.00,5147.00,5371.00,5598.00,5839.00,6029.00,6171.00,6305.00,6439.00,6582.00,6737.00,6915.00,7117.00,7332.00,7556.00,7761.00,7905.00,8025.00,8172.00,8323.00,8472.00
2928.00,2948.00,2966.00,2985.00,3001.00,3023.00,3069.00,3130.00,3194.00,3265.00,3348.00,3447.00,3566.00,3700.00,3850.00,3994.00,4129.00,4265.00,4400.00,4533.00,4660.00,4817.00,5034.00,5258.00,5487.00,5700.00,5860.00,6001.00,6134.00,6271.00,6416.00,6584.00,6778.00,6981.00,7195.00,7399.00,7555.00,7667.00,7782.00,7921.00,8059.00
2738.00,2759.00,2777.00,2797.00,2817.00,2845.00,2896.00,2957.00,3019.00,3084.00,3153.00,3234.00,3333.00,3448.00,3577.00,3707.00,3832.00,3964.00,4097.00,4230.00,4358.00,4513.00,4702.00,4920.00,5145.00,5346.00,5529.00,5687.00,5826.00,5960.00,6099.00,6258.00,6442.00,6637.00,6840.00,7031.00,7183.00,7309.00,7418.00,7527.00,7654.00
2549.00,2573.00,2593.00,2614.00,2635.00,2666.00,2720.00,2784.00,2846.00,2908.00,2970.00,3038.00,3119.00,3213.00,3322.00,3433.00,3546.00,3669.00,3798.00,3929.00,4056.00,4211.00,4395.00,4583.00,4801.00,5000.00,5173.00,5353.00,5508.00,5649.00,5785.00,5939.00,6114.00,6298.00,6491.00,6667.00,6806.00,6931.00,7054.00,7158.00,7257.00
2357.00,2390.00,2414.00,2436.00,2458.00,2489.00,2544.00,2610.00,2674.00,2735.00,2794.00,2854.00,2922.00,2997.00,3086.00,3180.00,3276.00,3386.00,3507.00,3633.00,3760.00,3911.00,4091.00,4274.00,4462.00,4654.00,4827.00,4997.00,5172.00,5327.00,5468.00,5619.00,5790.00,5965.00,6147.00,6311.00,6434.00,6548.00,6671.00,6789.00,6884.00
2159.00,2204.00,2236.00,2263.00,2286.00,2317.00,2369.00,2434.00,2499.00,2562.00,2620.00,2676.00,2736.00,2798.00,2869.00,2945.00,3026.00,3121.00,3229.00,3347.00,3468.00,3616.00,3790.00,3968.00,4150.00,4315.00,4483.00,4652.00,4817.00,4991.00,5145.00,5300.00,5469.00,5638.00,5809.00,5959.00,6071.00,6173.00,6286.00,6404.00,6514.00
1958.00,2014.00,2058.00,2091.00,2119.00,2150.00,2199.00,2259.00,2323.00,2386.00,2445.00,2500.00,2556.00,2610.00,2668.00,2728.00,2794.00,2874.00,2968.00,3073.00,3185.00,3325.00,3492.00,3664.00,3840.00,4000.00,4144.00,4308.00,4471.00,4634.00,4806.00,4974.00,5145.00,5309.00,5473.00,5610.00,5710.00,5804.00,5906.00,6016.00,6127.00
1756.00,1822.00,1876.00,1920.00,1955.00,1988.00,2035.00,2091.00,2150.00,2211.00,2270.00,2326.00,2380.00,2430.00,2480.00,2529.00,2581.00,2646.00,2725.00,2815.00,2915.00,3044.00,3201.00,3365.00,3535.00,3692.00,3833.00,3972.00,4129.00,4289.00,4450.00,4633.00,4815.00,4980.00,5138.00,5267.00,5357.00,5442.00,5536.00,5636.00,5738.00
1559.00,1629.00,1691.00,1745.00,1789.00,1828.00,1874.00,1926.00,1980.00,2036.00,2093.00,2149.00,2203.00,2252.00,2297.00,2339.00,2383.00,2435.00,2499.00,2575.00,2662.00,2776.00,2919.00,3073.00,3234.00,3385.00,3524.00,3660.00,3793.00,3947.00,4104.00,4275.00,4469.00,4643.00,4800.00,4923.00,5008.00,5086.00,5172.00,5265.00,5359.00
1373.00,1441.00,1507.00,1569.00,1622.00,1668.00,1716.00,1765.00,1815.00,1867.00,1919.00,1972.00,2025.00,2074.00,2117.00,2157.00,2196.00,2239.00,2290.00,2352.00,2424.00,2522.00,2649.00,2789.00,2940.00,3085.00,3220.00,3353.00,3482.00,3612.00,3763.00,3928.00,4107.00,4292.00,4455.00,4577.00,4660.00,4736.00,4816.00,4901.00,4989.00
1201.00,1263.00,1328.00,1392.00,1452.00,1505.00,1557.00,1607.00,1655.00,1702.00,1750.00,1798.00,1849.00,1896.00,1939.00,1978.00,2015.00,2054.00,2096.00,2145.00,2203.00,2286.00,2396.00,2520.00,2657.00,2793.00,2923.00,3052.00,3178.00,3303.00,3430.00,3586.00,3757.00,3927.00,4099.00,4229.00,4315.00,4390.00,4468.00,4547.00,4627.00
6592.00,6904.00,7246.00,7625.00,8033.00,8453.00,8912.00,9399.00,9891.00,10388.00,10858.00,11320.00,11791.00,12230.00,12653.00,13055.00,13441.00,13815.00,14186.00,14549.00,14905.00,15396.00,16067.00,16791.00,17596.00,18447.00,19331.00,20245.00,21176.00,22167.00,23197.00,24317.00,25552.00,26799.00,28031.00,29131.00,30103.00,31098.00,32104.00,33083.00,34001.00
