V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35
0.045672618,0.041645835,0.038505765,0.035930108,0.033659152,0.031502522,0.029343009,0.027133622,0.02488527,0.022646543,0.020480803,0.018446644,0.016585687,0.014918315,0.013445478,0.012153739,0.011021182,0.010022683,0.009133896,0.008333814,0.007606018,0.006938845,0.006324772,0.005759319,0.005239831,0.004764392,0.004331046,0.003937394,0.003580514,0.003257095,0.002963699,0.00269702,0.002454097,0.002232426,0.00202998
0.042182349,0.038342796,0.035379323,0.032973016,0.030865318,0.028865206,0.026854222,0.024784922,0.022669293,0.020558222,0.018517552,0.016607493,0.014869903,0.013324162,0.011969473,0.010790486,0.00976363,0.008862638,0.008062621,0.007342636,0.006686859,0.006084625,0.005529618,0.005018581,0.004549912,0.004122471,0.003734769,0.003384597,0.003069019,0.002784611,0.002527788,0.00229514,0.002083668,0.001890921,0.001715002
0.038550395,0.03496722,0.032206306,0.029970067,0.028016314,0.026165495,0.024306004,0.022393251,0.020438979,0.018491759,0.016614012,0.014862275,0.013275143,0.011869563,0.010643315,0.009580585,0.008658114,0.007850471,0.007133914,0.006488769,0.005900488,0.005359589,0.004860784,0.004401647,0.003981193,0.003598701,0.003252942,0.00294186,0.002662617,0.002411868,0.002186118,0.001982064,0.001796839,0.001628138,0.001474226
0.035269565,0.031977076,0.029423147,0.027344648,0.025525899,0.023806404,0.022086249,0.020325521,0.018534748,0.016757338,0.015048871,0.013459367,0.012022494,0.010752342,0.009645753,0.00868743,0.007855536,0.007126496,0.006478506,0.005893704,0.005359103,0.004866486,0.004411531,0.003992506,0.003608901,0.003260306,0.002945699,0.002663183,0.002410059,0.002183124,0.001979029,0.001794624,0.001627198,0.0014746,0.001335241
0.032414558,0.029391143,0.026998334,0.025018023,0.023272606,0.021631271,0.020013312,0.018386232,0.016757071,0.015158174,0.013631151,0.012213387,0.010929852,0.00979057,0.008792285,0.007922296,0.007162746,0.006494371,0.005899259,0.005362569,0.004873267,0.004424052,0.004010689,0.003631024,0.003283947,0.002968536,0.002683513,0.002427017,0.002196641,0.001989639,0.00180319,0.00163464,0.001481687,0.001342464,0.001215542
0.029572956,0.026778282,0.024513164,0.022602141,0.020905813,0.01932394,0.017795575,0.016295376,0.014825824,0.013406618,0.012063686,0.010820307,0.009691771,0.008683656,0.007792796,0.007009684,0.006321248,0.005713316,0.005172459,0.004687143,0.004248245,0.003849054,0.003484915,0.003152676,0.002850099,0.002575354,0.00232667,0.002102155,0.001899764,0.001717364,0.001552841,0.001404216,0.001269722,0.001147848,0.001037339
0.027024808,0.024409686,0.022204581,0.020288001,0.018570697,0.016992402,0.015516937,0.014126434,0.012815369,0.011585183,0.010440009,0.009383777,0.008418593,0.00754414,0.00675773,0.006054714,0.005429015,0.004873664,0.004381276,0.003944446,0.003556065,0.003209564,0.002899088,0.002619604,0.002366936,0.002137732,0.001929379,0.001739865,0.001567629,0.0014114,0.001270067,0.001142578,0.001027881,0.000924904,0.000832561
0.024845705,0.02242541,0.020330587,0.018476482,0.016806225,0.015283834,0.013887208,0.012602287,0.011419021,0.010329165,0.009325507,0.008401904,0.007553526,0.006776916,0.00606969,0.005429952,0.004855609,0.004343794,0.003890558,0.003490873,0.003138877,0.002828297,0.002552905,0.002306955,0.002085499,0.001884588,0.001701299,0.001533644,0.001380359,0.001240648,0.001113933,0.000999651,0.000897128,0.000805534,0.000723898
0.023109609,0.02087747,0.01891173,0.01715178,0.015560299,0.014115012,0.012801416,0.011607658,0.010521913,0.009531849,0.008625427,0.007792163,0.007024162,0.006316506,0.005666882,0.00507462,0.004539498,0.004060667,0.003635978,0.00326177,0.002933081,0.002644113,0.002388804,0.002161378,0.001956783,0.001770967,0.001600983,0.001444908,0.001301635,0.00117059,0.001051434,0.000943831,0.000847291,0.000761115,0.000684414
0.02147011,0.019412039,0.017577062,0.015920891,0.01441908,0.013058224,0.011828766,0.010720536,0.009721073,0.008816099,0.00799116,0.00723354,0.006533713,0.005885945,0.005287922,0.004739639,0.004241943,0.0037952,0.003398398,0.003048819,0.002742196,0.002473203,0.002236064,0.002025163,0.00183553,0.001663169,0.00150519,0.001359754,0.001225872,0.00110311,0.000991278,0.000890182,0.000799455,0.000718495,0.000646487
0.019739496,0.017838309,0.016146943,0.014623115,0.013242207,0.011990035,0.010856768,0.009832951,0.008907807,0.008069337,0.007305466,0.006605476,0.005961128,0.005367132,0.004820877,0.004321577,0.003869154,0.003463202,0.003102285,0.002783676,0.002503468,0.002256956,0.002039126,0.001845133,0.001670695,0.001512349,0.001367554,0.001234637,0.001112626,0.00100101,0.000899492,0.00080778,0.000725461,0.000651946,0.000586483
0.017992435,0.016231455,0.014686095,0.013307347,0.012062714,0.010931549,0.009900535,0.008960115,0.008102234,0.007319335,0.006604246,0.005950518,0.005352814,0.004807081,0.004310415,0.003860663,0.003455915,0.003094032,0.002772353,0.002487593,0.002235949,0.002013329,0.001815635,0.001639041,0.001480208,0.001336417,0.001205601,0.001086292,0.000977497,0.000878538,0.000788896,0.000708086,0.000635572,0.000570735,0.000512884
0.016712526,0.015063297,0.013623802,0.012345231,0.011193165,0.010144739,0.009185387,0.008305822,0.007499677,0.006761961,0.006088238,0.005474334,0.00491631,0.004410509,0.003953555,0.003542274,0.003173561,0.002844248,0.002551023,0.002290421,0.002058888,0.001852902,0.001669114,0.001504475,0.001356341,0.00122252,0.00110127,0.000991254,0.000891451,0.000801064,0.000719421,0.000645906,0.000579905,0.000520787,0.000467907
0.015722045,0.014167835,0.0128204,0.011630361,0.010560657,0.00958551,0.008688476,0.00786006,0.007095309,0.006391733,0.005747739,0.005161643,0.004631181,0.004153385,0.003724697,0.003341161,0.002998641,0.002693013,0.002420298,0.002176767,0.001958997,0.001763908,0.00158878,0.001431243,0.001289269,0.001161137,0.001045399,0.000940832,0.000846393,0.000761173,0.000684363,0.00061522,0.000553052,0.000497208,0.000447074
0.01494787,0.013471742,0.012180822,0.011035159,0.010004367,0.009066836,0.008208204,0.007419488,0.006695238,0.006031958,0.005426937,0.004877518,0.004380738,0.00393324,0.003531348,0.003171201,0.002848909,0.002560677,0.002302897,0.002072213,0.001865559,0.00168017,0.001513597,0.00136369,0.001228589,0.001106698,0.000996651,0.000897278,0.000807569,0.000726636,0.000653686,0.000587997,0.000528901,0.000475775,0.000428037
0.014147443,0.012741614,0.011500347,0.010393183,0.009396649,0.008493508,0.007671534,0.006922142,0.00623913,0.005617663,0.005053572,0.004542935,0.00408189,0.003666588,0.003293221,0.002958074,0.00265758,0.002388355,0.002147221,0.001931224,0.001737642,0.001563993,0.001408045,0.001267813,0.001141557,0.001027763,0.000925132,0.000832541,0.000749022,0.000673725,0.000605892,0.000544838,0.000489932,0.000440586,0.000396256
0.013218526,0.011890157,0.010732094,0.009709597,0.008793483,0.00796146,0.007198266,0.006494826,0.005846714,0.005252311,0.004711074,0.004222219,0.003783959,0.003393285,0.003046137,0.002737814,0.002463429,0.002218327,0.001998382,0.001800162,0.00162095,0.001458672,0.001311754,0.001178956,0.00105922,0.000951554,0.000854971,0.000768464,0.00069102,0.000621648,0.00055942,0.000503496,0.000453143,0.00040774,0.000366769
0.012618293,0.011347291,0.010224378,0.009225559,0.008329943,0.007520655,0.006785037,0.006114245,0.005502429,0.004945709,0.004441196,0.003986199,0.003577743,0.003212376,0.002886219,0.002595152,0.00233507,0.002102114,0.001892842,0.001704324,0.001534153,0.00138039,0.00124147,0.001116098,0.001003143,0.000901564,0.000810362,0.000728564,0.000655226,0.000589447,0.000530392,0.000477305,0.000429523,0.000386471,0.000347661
0.012341742,0.011106988,0.009970778,0.00893482,0.007999971,0.007164371,0.00642288,0.005767497,0.005188372,0.004674987,0.004217229,0.003806193,0.003434641,0.003097121,0.00278979,0.002510054,0.002256109,0.00202652,0.00181989,0.001634674,0.00146912,0.001321314,0.001189279,0.001071094,0.000964995,0.000869447,0.000783173,0.000705145,0.000634548,0.000570725,0.000513125,0.000461256,0.000414645,0.000372831,0.000335354
0.011748959,0.010563613,0.009480741,0.008499391,0.007616737,0.006827683,0.006125154,0.005500757,0.004945571,0.004450851,0.004008558,0.003611681,0.003254355,0.00293182,0.002640272,0.002376654,0.002138445,0.001923468,0.001729754,0.001555455,0.001398799,0.001258094,0.001131732,0.001018219,0.00091619,0.000824421,0.000741831,0.00066747,0.000600509,0.00054022,0.000485954,0.000437131,0.000393223,0.000353747,0.000318261
0.011094215,0.009968663,0.00895679,0.008050178,0.007238318,0.0065102,0.005855582,0.005265744,0.004733709,0.004254028,0.003822335,0.00343485,0.003087966,0.002778021,0.002501239,0.002253816,0.002032082,0.001832673,0.001652672,0.001489678,0.001341805,0.001207611,0.001085989,0.000976037,0.000876953,0.000787946,0.0007082,0.000636864,0.000573072,0.000515973,0.00046477,0.000418745,0.000377276,0.000339839,0.000306007
0.010786207,0.009693286,0.00866457,0.007718158,0.006866194,0.006112951,0.005455336,0.004884786,0.0043896,0.003957082,0.003575199,0.003233681,0.002924566,0.002642288,0.002383383,0.002145957,0.001929059,0.001732111,0.001554473,0.001395215,0.001253049,0.001126399,0.001013532,0.00091271,0.00082232,0.000740958,0.000667473,0.00060096,0.000540727,0.000486234,0.00043704,0.000392749,0.000352976,0.000317333,0.000285422
0.01033305,0.009282272,0.008287625,0.007370801,0.006546311,0.005819613,0.005187936,0.004642541,0.004171361,0.003761327,0.003400126,0.003077331,0.002784951,0.002517497,0.002271665,0.002045763,0.001839058,0.00165117,0.001481631,0.001329646,0.00119403,0.001073288,0.00096575,0.000869732,0.000783667,0.000706197,0.00063621,0.000572843,0.000515437,0.000463489,0.000416585,0.000374356,0.000336442,0.000302472,0.000272069
0.009866305,0.008862503,0.007914546,0.007042176,0.006257892,0.00556581,0.004962746,0.004440398,0.003987716,0.003592923,0.003244994,0.002934568,0.002654363,0.002399197,0.002165709,0.001951898,0.001756616,0.001579096,0.001418608,0.001274258,0.001144927,0.001029299,0.000925956,0.000833476,0.000750527,0.000675928,0.00060868,0.000547964,0.000493117,0.0004436,0.000398952,0.000358763,0.000322649,0.000290238,0.000261167
0.009599628,0.008624879,0.007677281,0.00679198,0.005994491,0.00529723,0.004700426,0.004195394,0.003768346,0.003403703,0.003086537,0.002804174,0.002547074,0.002309051,0.002086955,0.001879922,0.001688413,0.001513299,0.001355161,0.00121392,0.001088757,0.00097825,0.000880612,0.00079395,0.00071648,0.000646684,0.000583379,0.000525723,0.000473163,0.000425345,0.000382024,0.000342982,0.000307976,0.00027671,0.000248844
0.009018715,0.00809132,0.007221341,0.00642529,0.005712014,0.005082837,0.004533227,0.004054987,0.003638284,0.0032732,0.002950745,0.002663376,0.002405154,0.002171638,0.001959623,0.001766829,0.00159158,0.001432552,0.001288585,0.001158577,0.001041433,0.000936059,0.000841379,0.000756358,0.000680023,0.000611481,0.00054992,0.000494614,0.000444914,0.000400244,0.000360088,0.000323985,0.000291522,0.000262325,0.000236061
0.008717317,0.007824945,0.006971154,0.00618129,0.005471937,0.004849628,0.004312264,0.003851792,0.003457004,0.003115843,0.002817036,0.002551095,0.002310766,0.002091065,0.001888975,0.001702942,0.001532307,0.001376775,0.001236027,0.001109501,0.000996326,0.000895367,0.000805337,0.000724915,0.000652856,0.000588063,0.000529621,0.0004768,0.00042903,0.000385859,0.000346913,0.000311859,0.000280378,0.000252152,0.000226864
0.008223099,0.007378063,0.006593836,0.005881158,0.005243816,0.004679866,0.004183581,0.003747354,0.003363171,0.003023553,0.002722009,0.002453138,0.002212527,0.001996559,0.001802216,0.00162693,0.001468487,0.001324987,0.001194815,0.001076631,0.000969337,0.000872036,0.000783979,0.000704502,0.000632983,0.000568802,0.000511328,0.000459921,0.000413944,0.000372783,0.000335868,0.000302686,0.000272794,0.000245816,0.00022144
0.007959696,0.007143555,0.006376691,0.005674763,0.005045936,0.004491343,0.004006832,0.003585065,0.003217374,0.002895119,0.002610523,0.002357079,0.002129638,0.001924284,0.001738113,0.001568975,0.001415233,0.001275577,0.001148889,0.001034162,0.000930455,0.000836873,0.000752561,0.000676706,0.000608536,0.000547324,0.000492386,0.000443085,0.000398835,0.000359098,0.000323388,0.000291271,0.000262359,0.000236315,0.000212841
0.007646944,0.0068612,0.006128571,0.005461402,0.004864744,0.004337571,0.00387478,0.003469173,0.003112999,0.002798952,0.002520665,0.002272848,0.002051203,0.001852241,0.00167309,0.001511343,0.001364955,0.001232188,0.001111586,0.001001949,0.000902305,0.000811864,0.000729967,0.000656028,0.000589487,0.000529781,0.000476329,0.000428534,0.000385799,0.000347547,0.000313241,0.0002824,0.000254606,0.00022951,0.000206822
0.007437715,0.006675853,0.005952385,0.005286694,0.004689902,0.00416509,0.003709138,0.003315051,0.002974063,0.002677208,0.002416322,0.00218456,0.001976553,0.001788326,0.001617067,0.001460838,0.001318293,0.001188428,0.001070409,0.000963461,0.00086681,0.000779667,0.000701239,0.000630743,0.000567423,0.000510567,0.000459518,0.000413672,0.000372483,0.000335461,0.000302168,0.000272211,0.000245242,0.000220952,0.000199065
0.007032,0.006304916,0.005640732,0.005044108,0.004513005,0.004041455,0.003622085,0.00324789,0.002913128,0.002613491,0.002345788,0.002107438,0.001895999,0.00170887,0.001543203,0.001395997,0.001264295,0.001145405,0.0010371,0.000937721,0.000846192,0.00076193,0.000684689,0.000614381,0.000550911,0.000494074,0.000443503,0.00039868,0.000358981,0.000323736,0.000292293,0.000264066,0.000238563,0.000215405,0.000194315
0.006622176,0.00593399,0.005332552,0.004807545,0.00434392,0.003926621,0.003543819,0.003188445,0.002858091,0.002553677,0.002277529,0.002031603,0.001816336,0.001630272,0.001470299,0.001332217,0.001211429,0.001103569,0.00100501,0.000913189,0.000826698,0.00074516,0.000668909,0.000598594,0.000534821,0.000477901,0.000427753,0.000383926,0.000345704,0.00031223,0.000282635,0.000256135,0.000232094,0.000210059,0.00018975
0.006440154,0.005771209,0.005182644,0.004666796,0.004210893,0.003801522,0.003427758,0.00308272,0.002763623,0.002470684,0.002205472,0.001969338,0.001762381,0.001583071,0.001428427,0.001294516,0.001177055,0.001071988,0.000975949,0.000886555,0.000802489,0.000723383,0.000649519,0.000581471,0.000519771,0.000464678,0.000416095,0.000373582,0.000336453,0.000303896,0.000275085,0.000249277,0.00022587,0.000204429,0.000184683
0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001
0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001
0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001,0.000000001
