"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"1",0.999907148554577,0.997836561025685,0.997123203931519,0.99647829643337,0.995959261992052,0.995641599411984,0.995544629460906,0.995659399758289,0.995928810245028,0.996288817531708,0.996671698122154,0.99703303644898,0.997344938766692,0.997602365920421,0.997810279991819,0.997985310008127,0.998145693525681,0.998313170033207,0.998503556104097,0.998727636607811,0.998982740141326,0.999257461209005,0.999529450648135,0.999776264118881,0.999976030578354,1.00011704360451,1.000194533968,1.00021493932212,1.0001891370216,1.00013345210982,1.00006293925029,0.999992089196896,0.999930584920512,0.999885007711995,0.999857182516488
"2",0.986465279191338,0.985557918998633,0.986436126820227,0.987696713463515,0.989013337133695,0.990196537307632,0.991146761178951,0.991858777834603,0.992358891768588,0.992703257910408,0.99294701891795,0.99315133788638,0.993366069033241,0.993633194031291,0.993972875363234,0.994388261704337,0.994861470130525,0.995366544352151,0.995872096669615,0.996353598735046,0.996791509116866,0.997177075646475,0.997505757725519,0.997780541291043,0.998005122524823,0.998187540662975,0.998334353337201,0.998454280057171,0.99855330412936,0.998638027578095,0.998712080868031,0.998779246002864,0.99884115152987,0.998899866605581,0.998956317633538
"3",0.979530136408337,0.979367927196041,0.980764441306517,0.982667295604394,0.984628932889338,0.986378268224781,0.987767196953068,0.988784666606425,0.989467587706455,0.989899613755141,0.990166515282796,0.990366852840198,0.990584335535552,0.990890068633162,0.991317435993399,0.991868075264282,0.992506633720305,0.993184751742207,0.993848472481645,0.994459468404398,0.994991920110244,0.995440255694138,0.995807449341013,0.996108334903203,0.996357910692448,0.996575024310823,0.996772645053866,0.996962333741029,0.997147535382884,0.99732961297592,0.997504599503736,0.997669537614141,0.997820404726466,0.997956401647708,0.998077421857576
"4",0.976814129929879,0.976909801067032,0.978412387663352,0.98040241873174,0.982457350055097,0.984304758193971,0.985789476886602,0.986888618902496,0.987634453245928,0.988109394282438,0.988404166040457,0.988623485882566,0.988858927577728,0.989187184910419,0.989645624840709,0.990235973334623,0.990921168094052,0.991648627657715,0.992360678580058,0.993015178566386,0.993584998482913,0.994064170626705,0.994457958293757,0.994783738811096,0.995060578876748,0.995310202984968,0.995548386067369,0.995787107968392,0.996029311125572,0.996273692906253,0.996513369984385,0.996741810385403,0.996952375737969,0.997142208166623,0.997310489856245
"5",0.976409332260992,0.976681381863449,0.978049353702287,0.979825848999882,0.981673759458292,0.983366247677882,0.984761226416297,0.98582702012151,0.986581271720639,0.987090949989851,0.987433889685904,0.987702750834478,0.98797876956408,0.988330339777446,0.988791452414277,0.98936566021333,0.99002278196356,0.990718502326205,0.991402808480524,0.992037932805072,0.992598811186374,0.993078951578916,0.993482674391457,0.993825463493719,0.99412508059146,0.994401444004954,0.994669278011821,0.99493924652377,0.99521378813014,0.995490920019507,0.995763583189939,0.996024723583679,0.996267374091359,0.996488084429315,0.996685673084857
"6",0.977516460533196,0.97793652018085,0.979081535284178,0.980516877990978,0.982011334622234,0.983404631137482,0.984586351551045,0.985525188576287,0.986226292801328,0.986736104302402,0.987111502467274,0.987422680348132,0.987731315738503,0.988089952443505,0.988525866641765,0.989044514936865,0.989626521739772,0.990241139384112,0.990851880420383,0.991429488764021,0.991953322794936,0.992416188540993,0.992819722031662,0.993174382444722,0.993493245417966,0.993791143453193,0.994079456342885,0.994366347603595,0.994654007419074,0.994941037320862,0.995222232573063,0.995492072796299,0.995745070451458,0.9959782673106,0.996190573337736
"7",0.978969619211455,0.979534057949659,0.980369934372497,0.981416346440658,0.982528151252897,0.983612742245834,0.984583336089912,0.985411111379082,0.986082641848511,0.986622102846323,0.987059068436786,0.987439268663941,0.987801261058308,0.988182122263623,0.988601236986039,0.989067125996972,0.989570600853699,0.990096123210818,0.990621359549055,0.991128198766786,0.991601495086071,0.992035153722773,0.992427787552526,0.992784901239986,0.993113403518607,0.993422504780879,0.993718976139259,0.994008479831647,0.994292600440464,0.994571317327679,0.994841751872632,0.995101172205848,0.995346313914069,0.995575732675673,0.995788735225613
"8",0.981073545555418,0.981701587712862,0.98231668492271,0.983031786508017,0.983781674024077,0.984536209570158,0.985247099464914,0.985898209603492,0.986471198111446,0.986972794102216,0.987410392597218,0.987805370221268,0.988175504458753,0.988541920037992,0.988917187468258,0.989310757338869,0.989722541664191,0.990149153917911,0.990581550943039,0.991011205183124,0.991428864075408,0.99182883986134,0.992207008888045,0.99256298291077,0.992897427489501,0.99321311868682,0.99351238376295,0.993798037732605,0.994071501658002,0.994334065388232,0.994585724375324,0.994826642331361,0.995056354578729,0.995275052591667,0.995482799223373
"9",0.982852218482119,0.983728481619118,0.984216499304319,0.984697901136383,0.985165480670816,0.98563981866137,0.98611091404795,0.986580589406263,0.987033390391232,0.987465766423283,0.987869517575801,0.988247274558335,0.988600931691083,0.988938965253646,0.989268221278065,0.989597579217272,0.989932465662062,0.990277311538111,0.990632412314518,0.990996353622279,0.991364679270287,0.991732397676745,0.992093513273784,0.992443120694754,0.992776914455389,0.993092534190951,0.993388713003664,0.993665980768042,0.993925569062025,0.994169784249443,0.99440090917758,0.994621511878853,0.994833530354205,0.9950386746427,0.995237792032653
"10",0.983883028094969,0.984975693829342,0.985402455189248,0.985751485681103,0.986047690004895,0.986347637023332,0.986665735892832,0.98701908247879,0.987394078499192,0.987782011565409,0.988163583923764,0.988529512428512,0.988870504775858,0.989187068524331,0.989481875707419,0.989763717497762,0.990041436036461,0.990325100784901,0.990621509155441,0.990934853235491,0.99126442237749,0.991606284228788,0.991953173595846,0.992297016858574,0.992629629390361,0.99294478791454,0.993238313173874,0.993508983376553,0.993757701541812,0.993987527305321,0.994202366684839,0.994406704926622,0.99460434902264,0.994798364248254,0.994990283455182
"11",0.984963187099836,0.985573402785888,0.985981118698601,0.986344921049184,0.98667591456059,0.987004766966568,0.987342509889698,0.987699212618966,0.98806700476975,0.988437910091237,0.988797816770356,0.989138024464514,0.989451549011865,0.989738503224524,0.990002435235634,0.99025183747499,0.990496369269772,0.990746446398092,0.991009927714462,0.991291628582671,0.991591624598343,0.991906178608073,0.992228091274025,0.992548865683659,0.992859870448822,0.993154252930882,0.993427411178614,0.993677752156748,0.993906128146649,0.994115650800428,0.994310555474589,0.994495656989426,0.994675216261385,0.994852585733389,0.995029558786945
"12",0.987653095065877,0.987931695181528,0.988382642227133,0.988794409503736,0.989156455301939,0.989454080168231,0.989711431854535,0.989938780797826,0.990156833363408,0.99036832370529,0.990577901399648,0.990782267232061,0.990982628613117,0.991179583536025,0.991377812639945,0.991581731157888,0.991796695703108,0.992025830762715,0.992270755878909,0.992529919260288,0.992799962833503,0.993075265238917,0.993349838675271,0.993617298259688,0.993872659721642,0.994112014243903,0.994333744499163,0.994537637177419,0.994725438401671,0.994899599668608,0.99506344883045,0.995219993856872,0.99537207642473,0.995521550747598,0.995669628214928
"13",0.983730448161749,0.98396627759886,0.984582443378242,0.985266538712115,0.985960156793933,0.986619669680733,0.987218474411546,0.987744288051585,0.988196408536465,0.988581688931302,0.988911959052733,0.989201291555174,0.989464432292015,0.989715093561981,0.989964988793679,0.990222830021088,0.990493994273625,0.990780357594215,0.991080754222268,0.9913915830964,0.991707773801788,0.992023645636243,0.992333792547757,0.992633648452492,0.992919917679817,0.99319066832132,0.993445320065189,0.993684401356059,0.993909299138502,0.994121897008957,0.994324290185916,0.994518476448896,0.994706173636285,0.994888660831313,0.995066754800006
"14",0.97157873511832,0.972298329492858,0.973364343370558,0.974482251856926,0.975598237712172,0.976683778538061,0.977718221510342,0.978695360841966,0.979608601995945,0.98045765553752,0.981238512830833,0.981952009524674,0.982596967400578,0.983179019589093,0.983704313171093,0.984186292178013,0.984638278108483,0.985077230042857,0.985515938176196,0.985965422440651,0.986429351100887,0.9869074323888,0.987393261644958,0.987878817124439,0.988354214832825,0.988811646960676,0.989244913261751,0.989651685285351,0.990031992672373,0.990389027487893,0.990726941054688,0.991051029676154,0.991365555541077,0.991674140973776,0.991978213396351
"15",0.954788483830857,0.956246804631978,0.957830879969691,0.959360750386915,0.960832049857018,0.962269804894882,0.963699986489727,0.965144554897066,0.966603586046759,0.968062539116122,0.969487259894148,0.970841431973703,0.972085484924033,0.973195384355219,0.97415758381904,0.974983490565456,0.975697032346612,0.976340556808392,0.976955640187009,0.977583194853212,0.978247189781555,0.978958462655777,0.979709137842652,0.980482420025065,0.981254139498415,0.98200265417871,0.982710048594073,0.98336755021513,0.983973328513547,0.984533716166093,0.985058654293896,0.985561085119913,0.986052043665683,0.986540518305123,0.987029978123321
"16",0.938483983689354,0.940599009826543,0.942685321654508,0.944647255532067,0.946505297157913,0.948314237702083,0.950130712555388,0.951996773600671,0.953921608202849,0.955884642578449,0.95783635786597,0.959717128869671,0.96146389923343,0.963030788501446,0.964390156870375,0.965547691557032,0.966532918233245,0.967402361499412,0.968217920637989,0.969040890964035,0.969911644764702,0.97084975352184,0.971848316225104,0.972884825925909,0.973925884658257,0.974939749625792,0.975900309083853,0.97679367414014,0.97761675439492,0.978377828843981,0.979091310438163,0.979775582992126,0.980446987586904,0.981118253958715,0.98179448269897
"17",0.920542999657263,0.923283907751427,0.9258915991442,0.9283273280032,0.930619033165352,0.932837629584342,0.935060387719951,0.937346297469253,0.939715637202267,0.942149130595853,0.94459113722398,0.946968344895336,0.949201030179951,0.951224590213544,0.952995877882026,0.954510234777052,0.955796652438903,0.956920352256464,0.957959972839112,0.958995833625393,0.960085135826722,0.961257705836494,0.962509595849814,0.963814546885599,0.96513152632542,0.966419749385151,0.967645366375167,0.968789338262907,0.969846910547595,0.970827733025654,0.971750059659555,0.97263716621109,0.973510276855685,0.974385607263477,0.97526977785655
"18",0.907625142978618,0.910832734950947,0.913837739732736,0.916647087158661,0.919291475203738,0.921849842778947,0.924409809208696,0.927039949499165,0.929767088347731,0.932573656780958,0.935400717006558,0.938167045450594,0.940782696646984,0.943172211056682,0.945283951829217,0.947107658297013,0.948671203891727,0.950041757774339,0.951303235702509,0.952542349204712,0.953823400553306,0.955182038686517,0.956618626870562,0.958108911522988,0.959612160578971,0.961086492590079,0.962496519659864,0.96382167347365,0.965056241847618,0.966209467751064,0.967299780489671,0.968350822174157,0.969384243894974,0.970416363395481,0.971453638669113
"19",0.90428993107163,0.907810695374528,0.911006990269653,0.91400266538207,0.916837185231131,0.919594671200767,0.922363385401494,0.925211492869109,0.928163496376683,0.93119981991848,0.934258410424141,0.937255873571562,0.940100515195929,0.942717475337385,0.94505650178618,0.947108315631739,0.94889822761103,0.950486580269357,0.951947174878378,0.953356864760342,0.954773589999629,0.95623246907752,0.957738829269032,0.959277519817789,0.96081822980969,0.962328871264453,0.963781189533357,0.965158622264629,0.966455899987026,0.967679926003335,0.968844545235036,0.96996790461453,0.971066164401655,0.972151444899975,0.97322791799797
"20",0.908601168140313,0.912424735662996,0.915624324589761,0.918604372695147,0.92143368701317,0.924210891930216,0.927026970954002,0.929945891676502,0.932984968086481,0.936117765426952,0.939278175229193,0.942382105783414,0.945341313249576,0.948085776774562,0.950570180864085,0.952784880636707,0.954749108759075,0.956509123410331,0.958121799981094,0.959646865213031,0.961131529289738,0.962607629418126,0.964086208739629,0.965563516837679,0.967023966314494,0.968449363535522,0.969822550701111,0.971133268870487,0.97237789616316,0.973560522766616,0.974689370162086,0.975775393921162,0.976828080077499,0.977854469156449,0.978856651877957
"21",0.913212258320611,0.917441640392325,0.920626450864352,0.92354278570051,0.926308207220196,0.929046394102184,0.931862303902654,0.934818037951629,0.93792600127502,0.941148234594032,0.944411970950478,0.947625733685114,0.95070168114899,0.953568732925601,0.956184764036718,0.958536721588662,0.960640100142432,0.962529313685386,0.964250717446399,0.965850977835583,0.967371232125733,0.968840232288887,0.970274364888738,0.971677536285912,0.973046009370989,0.974371475810721,0.975646073239895,0.97686414833128,0.978024426082203,0.979129076065107,0.980183357356432,0.981193280844844,0.982164616844401,0.983100983237266,0.984003787507431
"22",0.919487007712075,0.924249022325684,0.927418865888012,0.93027160697804,0.932974437547766,0.935669047061457,0.938470015412682,0.941432077394418,0.944563252321276,0.947816010584045,0.951117445260828,0.954374247367791,0.9575045059435,0.960437891253002,0.963135349566338,0.965577858212685,0.967774628207589,0.969745932480165,0.971526683971425,0.973150087670994,0.974651559997925,0.976056767077177,0.977387775026973,0.978655979869469,0.979869862261551,0.981030996783762,0.982141389102448,0.98320019221052,0.984209156136077,0.985168910756146,0.986082576471775,0.986951856696829,0.987779749202328,0.988567132977244,0.989315417389206
"23",0.926914393535991,0.931983431474631,0.935053842139718,0.937799798203219,0.940410401843614,0.943023923587868,0.945748320404234,0.948624747029837,0.95165673766093,0.954794987850443,0.957975247212906,0.961113157753447,0.964138966384442,0.966988414032467,0.969625894310762,0.972027790129028,0.974196174358464,0.976139286475251,0.977881363730805,0.979444868719014,0.980859635985973,0.982148526912916,0.983336606435232,0.984440165776945,0.98547571120386,0.986451716317542,0.987376983543242,0.988254285042094,0.989087659369567,0.989877151822057,0.990624838278072,0.991330183557731,0.991994915873112,0.992618853746027,0.993203941721785
