Sexo,Edad,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Hombres,47,7158.00,7285.00,7409.00,7522.00,7637.00,7824.00,7942.00,8120.00,8256.00,8358.00,8438.00,8549.00,8699.00,8861.00,9044.00,9244.00,9457.00,9696.00,9946.00,10186.00,10393.00,10580.00,10791.00,10996.00,11222.00,11455.00,11701.00,12065.00,12355.00,12851.00,13348.00,13786.00,14268.00,14730.00,15198.00,15669.00,16126.00,16624.00,17097.00,17531.00,17939.00,18357.00,18735.00,19092.00,19460.00,19835.00,20211.00
Hombres,48,6870.00,7004.00,7134.00,7258.00,7373.00,7491.00,7680.00,7799.00,7977.00,8114.00,8215.00,8327.00,8476.00,8629.00,8796.00,8984.00,9186.00,9406.00,9649.00,9901.00,10147.00,10283.00,10466.00,10672.00,10875.00,11092.00,11317.00,11661.00,12022.00,12314.00,12805.00,13269.00,13705.00,14186.00,14649.00,15123.00,15596.00,16118.00,16620.00,17082.00,17515.00,17946.00,18316.00,18663.00,19010.00,19353.00,19702.00
Hombres,49,6587.00,6724.00,6860.00,6989.00,7114.00,7230.00,7351.00,7539.00,7659.00,7836.00,7971.00,8103.00,8252.00,8404.00,8564.00,8735.00,8927.00,9135.00,9360.00,9606.00,9864.00,10034.00,10167.00,10348.00,10552.00,10747.00,10957.00,11278.00,11620.00,11980.00,12268.00,12728.00,13189.00,13623.00,14104.00,14572.00,15047.00,15582.00,16107.00,16599.00,17062.00,17513.00,17891.00,18234.00,18572.00,18896.00,19216.00
Hombres,50,6313.00,6447.00,6585.00,6720.00,6849.00,6975.00,7094.00,7214.00,7401.00,7521.00,7695.00,7860.00,8029.00,8181.00,8339.00,8504.00,8679.00,8876.00,9090.00,9317.00,9569.00,9748.00,9916.00,10048.00,10227.00,10424.00,10614.00,10917.00,11235.00,11577.00,11934.00,12193.00,12649.00,13107.00,13541.00,14026.00,14494.00,15028.00,15565.00,16080.00,16571.00,17048.00,17443.00,17796.00,18132.00,18449.00,18752.00
Hombres,51,6056.00,6177.00,6312.00,6449.00,6583.00,6713.00,6840.00,6958.00,7079.00,7264.00,7381.00,7584.00,7785.00,7958.00,8117.00,8280.00,8447.00,8629.00,8832.00,9048.00,9281.00,9453.00,9630.00,9797.00,9928.00,10102.00,10295.00,10573.00,10873.00,11190.00,11528.00,11857.00,12113.00,12567.00,13025.00,13463.00,13948.00,14471.00,15006.00,15532.00,16045.00,16548.00,16966.00,17339.00,17686.00,18002.00,18300.00
Hombres,52,5823.00,5926.00,6048.00,6180.00,6316.00,6450.00,6581.00,6707.00,6824.00,6944.00,7125.00,7272.00,7511.00,7716.00,7894.00,8058.00,8224.00,8398.00,8585.00,8790.00,9012.00,9164.00,9334.00,9510.00,9677.00,9804.00,9974.00,10250.00,10526.00,10826.00,11141.00,11451.00,11777.00,12031.00,12484.00,12945.00,13382.00,13918.00,14442.00,14966.00,15489.00,16012.00,16454.00,16851.00,17218.00,17548.00,17845.00
Hombres,53,5616.00,5696.00,5800.00,5920.00,6051.00,6187.00,6322.00,6451.00,6576.00,6692.00,6808.00,7018.00,7202.00,7443.00,7653.00,7836.00,8002.00,8175.00,8354.00,8542.00,8752.00,8892.00,9044.00,9214.00,9391.00,9553.00,9678.00,9927.00,10203.00,10479.00,10777.00,11065.00,11373.00,11695.00,11949.00,12404.00,12863.00,13347.00,13882.00,14394.00,14914.00,15446.00,15907.00,16329.00,16721.00,17070.00,17381.00
Hombres,54,5437.00,5494.00,5574.00,5676.00,5794.00,5925.00,6061.00,6193.00,6320.00,6444.00,6557.00,6703.00,6948.00,7135.00,7381.00,7595.00,7780.00,7953.00,8129.00,8309.00,8503.00,8632.00,8772.00,8923.00,9094.00,9267.00,9427.00,9628.00,9876.00,10152.00,10428.00,10699.00,10985.00,11289.00,11610.00,11868.00,12321.00,12823.00,13305.00,13826.00,14332.00,14861.00,15330.00,15772.00,16189.00,16563.00,16895.00
Hombres,55,5284.00,5315.00,5373.00,5452.00,5552.00,5670.00,5800.00,5933.00,6064.00,6190.00,6309.00,6452.00,6634.00,6881.00,7073.00,7322.00,7537.00,7729.00,7905.00,8082.00,8267.00,8380.00,8509.00,8650.00,8803.00,8971.00,9142.00,9374.00,9575.00,9825.00,10101.00,10349.00,10618.00,10900.00,11202.00,11527.00,11782.00,12273.00,12772.00,13241.00,13756.00,14272.00,14736.00,15187.00,15621.00,16020.00,16376.00
Hombres,56,5152.00,5164.00,5196.00,5252.00,5330.00,5429.00,5547.00,5674.00,5804.00,5933.00,6054.00,6203.00,6382.00,6567.00,6817.00,7012.00,7262.00,7483.00,7677.00,7853.00,8034.00,8140.00,8255.00,8385.00,8528.00,8679.00,8845.00,9085.00,9318.00,9521.00,9773.00,10021.00,10266.00,10531.00,10811.00,11117.00,11438.00,11729.00,12216.00,12701.00,13162.00,13687.00,14138.00,14584.00,15026.00,15443.00,15822.00
Hombres,57,5030.00,5031.00,5043.00,5074.00,5129.00,5206.00,5306.00,5420.00,5545.00,5673.00,5797.00,5948.00,6133.00,6313.00,6502.00,6755.00,6950.00,7204.00,7427.00,7620.00,7799.00,7904.00,8012.00,8129.00,8262.00,8403.00,8553.00,8784.00,9025.00,9261.00,9467.00,9689.00,9934.00,10177.00,10440.00,10724.00,11027.00,11379.00,11666.00,12138.00,12614.00,13086.00,13545.00,13977.00,14414.00,14837.00,15233.00
Hombres,58,4910.00,4907.00,4908.00,4919.00,4949.00,5004.00,5081.00,5177.00,5289.00,5411.00,5534.00,5686.00,5873.00,6059.00,6244.00,6434.00,6687.00,6886.00,7142.00,7363.00,7559.00,7665.00,7772.00,7882.00,8001.00,8133.00,8273.00,8487.00,8721.00,8966.00,9206.00,9380.00,9599.00,9841.00,10083.00,10350.00,10631.00,10960.00,11306.00,11579.00,12043.00,12530.00,12936.00,13376.00,13798.00,14216.00,14618.00
Hombres,59,4782.00,4782.00,4778.00,4779.00,4789.00,4820.00,4875.00,4949.00,5043.00,5152.00,5269.00,5420.00,5608.00,5795.00,5985.00,6171.00,6362.00,6617.00,6819.00,7072.00,7294.00,7420.00,7529.00,7638.00,7750.00,7868.00,7999.00,8202.00,8418.00,8657.00,8907.00,9112.00,9284.00,9501.00,9742.00,9987.00,10253.00,10555.00,10877.00,11210.00,11476.00,11951.00,12371.00,12759.00,13188.00,13592.00,13987.00
Hombres,60,4642.00,4649.00,4649.00,4645.00,4645.00,4656.00,4688.00,4740.00,4812.00,4903.00,5007.00,5152.00,5338.00,5526.00,5717.00,5908.00,6093.00,6287.00,6544.00,6742.00,6996.00,7152.00,7279.00,7388.00,7500.00,7611.00,7728.00,7921.00,8128.00,8350.00,8595.00,8807.00,9011.00,9181.00,9398.00,9643.00,9887.00,10168.00,10465.00,10774.00,11099.00,11378.00,11786.00,12188.00,12566.00,12976.00,13357.00
Hombres,61,4487.00,4504.00,4510.00,4508.00,4504.00,4505.00,4517.00,4546.00,4596.00,4666.00,4752.00,4884.00,5063.00,5250.00,5441.00,5632.00,5822.00,6012.00,6207.00,6459.00,6659.00,6849.00,7005.00,7133.00,7245.00,7354.00,7465.00,7644.00,7842.00,8056.00,8286.00,8488.00,8699.00,8900.00,9071.00,9292.00,9535.00,9791.00,10068.00,10353.00,10655.00,10993.00,11207.00,11597.00,11989.00,12348.00,12735.00
Hombres,62,4319.00,4343.00,4358.00,4363.00,4361.00,4357.00,4359.00,4370.00,4397.00,4446.00,4511.00,4625.00,4791.00,4970.00,5159.00,5351.00,5541.00,5735.00,5924.00,6116.00,6369.00,6508.00,6698.00,6854.00,6983.00,7093.00,7201.00,7376.00,7562.00,7767.00,7989.00,8173.00,8375.00,8583.00,8784.00,8959.00,9179.00,9432.00,9685.00,9951.00,10230.00,10545.00,10816.00,11015.00,11394.00,11766.00,12103.00
Hombres,63,4145.00,4169.00,4190.00,4204.00,4208.00,4206.00,4204.00,4204.00,4213.00,4240.00,4284.00,4378.00,4526.00,4693.00,4875.00,5064.00,5254.00,5448.00,5642.00,5828.00,6021.00,6215.00,6354.00,6542.00,6698.00,6824.00,6932.00,7107.00,7289.00,7482.00,7697.00,7868.00,8051.00,8250.00,8457.00,8663.00,8838.00,9066.00,9317.00,9562.00,9824.00,10113.00,10360.00,10617.00,10808.00,11167.00,11516.00
Hombres,64,3967.00,3989.00,4010.00,4030.00,4042.00,4047.00,4047.00,4043.00,4042.00,4052.00,4075.00,4148.00,4276.00,4425.00,4594.00,4776.00,4964.00,5156.00,5350.00,5540.00,5727.00,5865.00,6057.00,6196.00,6382.00,6535.00,6659.00,6835.00,7017.00,7205.00,7407.00,7567.00,7738.00,7919.00,8118.00,8330.00,8534.00,8719.00,8947.00,9192.00,9434.00,9702.00,9923.00,10157.00,10404.00,10579.00,10915.00
Hombres,65,3783.00,3804.00,3824.00,3844.00,3862.00,3875.00,3881.00,3879.00,3875.00,3875.00,3882.00,3935.00,4043.00,4172.00,4323.00,4492.00,4672.00,4862.00,5055.00,5244.00,5434.00,5568.00,5705.00,5895.00,6033.00,6215.00,6364.00,6558.00,6741.00,6930.00,7127.00,7271.00,7431.00,7600.00,7780.00,7984.00,8194.00,8410.00,8596.00,8819.00,9063.00,9305.00,9506.00,9714.00,9938.00,10167.00,10324.00
Hombres,66,3596.00,3617.00,3636.00,3654.00,3673.00,3691.00,3705.00,3709.00,3707.00,3704.00,3702.00,3739.00,3827.00,3937.00,4068.00,4219.00,4385.00,4567.00,4756.00,4944.00,5133.00,5272.00,5406.00,5542.00,5729.00,5864.00,6041.00,6260.00,6460.00,6649.00,6845.00,6982.00,7127.00,7285.00,7453.00,7639.00,7841.00,8065.00,8282.00,8466.00,8690.00,8927.00,9102.00,9291.00,9491.00,9699.00,9908.00
Hombres,67,3399.00,3426.00,3446.00,3463.00,3480.00,3499.00,3519.00,3531.00,3534.00,3534.00,3530.00,3558.00,3630.00,3720.00,3832.00,3963.00,4111.00,4279.00,4460.00,4643.00,4830.00,4970.00,5108.00,5240.00,5375.00,5558.00,5689.00,5935.00,6159.00,6363.00,6560.00,6694.00,6832.00,6975.00,7132.00,7306.00,7490.00,7709.00,7935.00,8151.00,8337.00,8545.00,8716.00,8881.00,9062.00,9247.00,9436.00
Hombres,68,3185.00,3226.00,3251.00,3270.00,3286.00,3304.00,3325.00,3343.00,3354.00,3360.00,3358.00,3384.00,3447.00,3521.00,3613.00,3725.00,3853.00,4003.00,4169.00,4344.00,4527.00,4667.00,4805.00,4941.00,5072.00,5203.00,5380.00,5580.00,5830.00,6056.00,6267.00,6401.00,6536.00,6672.00,6815.00,6979.00,7151.00,7356.00,7577.00,7803.00,8020.00,8182.00,8327.00,8489.00,8648.00,8814.00,8981.00
Hombres,69,2954.00,3012.00,3051.00,3075.00,3093.00,3110.00,3130.00,3149.00,3166.00,3180.00,3184.00,3211.00,3271.00,3336.00,3412.00,3504.00,3613.00,3743.00,3891.00,4051.00,4224.00,4362.00,4501.00,4637.00,4771.00,4898.00,5025.00,5269.00,5472.00,5723.00,5955.00,6103.00,6238.00,6371.00,6507.00,6656.00,6817.00,7013.00,7221.00,7442.00,7669.00,7853.00,7956.00,8094.00,8250.00,8396.00,8547.00
Hombres,70,2709.00,2784.00,2839.00,2875.00,2899.00,2918.00,2938.00,2957.00,2975.00,2995.00,3007.00,3039.00,3099.00,3160.00,3227.00,3303.00,3392.00,3502.00,3629.00,3771.00,3928.00,4060.00,4197.00,4333.00,4467.00,4598.00,4721.00,4912.00,5156.00,5360.00,5614.00,5785.00,5934.00,6067.00,6200.00,6342.00,6489.00,6678.00,6877.00,7084.00,7306.00,7491.00,7618.00,7715.00,7849.00,7993.00,8125.00
Hombres,71,2458.00,2544.00,2614.00,2667.00,2702.00,2727.00,2749.00,2768.00,2786.00,2808.00,2826.00,2864.00,2927.00,2987.00,3050.00,3117.00,3189.00,3279.00,3387.00,3508.00,3646.00,3767.00,3897.00,4030.00,4164.00,4295.00,4421.00,4605.00,4798.00,5041.00,5248.00,5444.00,5614.00,5760.00,5891.00,6029.00,6169.00,6346.00,6537.00,6736.00,6944.00,7117.00,7248.00,7370.00,7465.00,7588.00,7719.00
Hombres,72,2211.00,2300.00,2381.00,2448.00,2499.00,2535.00,2562.00,2583.00,2603.00,2624.00,2645.00,2687.00,2753.00,2815.00,2877.00,2938.00,3001.00,3075.00,3162.00,3263.00,3380.00,3486.00,3605.00,3732.00,3864.00,3993.00,4119.00,4303.00,4487.00,4679.00,4923.00,5076.00,5270.00,5436.00,5580.00,5717.00,5853.00,6024.00,6203.00,6392.00,6590.00,6744.00,6867.00,6994.00,7114.00,7201.00,7313.00
Hombres,73,1976.00,2062.00,2146.00,2223.00,2287.00,2338.00,2376.00,2403.00,2424.00,2447.00,2468.00,2510.00,2577.00,2642.00,2705.00,2765.00,2822.00,2886.00,2957.00,3037.00,3135.00,3224.00,3328.00,3444.00,3569.00,3697.00,3822.00,4000.00,4182.00,4365.00,4558.00,4750.00,4903.00,5091.00,5253.00,5401.00,5534.00,5703.00,5876.00,6053.00,6241.00,6380.00,6487.00,6608.00,6733.00,6845.00,6922.00
Hombres,74,1759.00,1836.00,1917.00,1996.00,2070.00,2133.00,2185.00,2222.00,2250.00,2275.00,2297.00,2337.00,2401.00,2466.00,2531.00,2592.00,2647.00,2705.00,2766.00,2830.00,2908.00,2982.00,3070.00,3172.00,3286.00,3407.00,3529.00,3702.00,3878.00,4058.00,4241.00,4388.00,4578.00,4725.00,4908.00,5073.00,5216.00,5384.00,5553.00,5722.00,5896.00,6022.00,6119.00,6226.00,6345.00,6463.00,6565.00
Hombres,75,1566.00,1630.00,1702.00,1778.00,1854.00,1926.00,1989.00,2039.00,2076.00,2106.00,2131.00,2169.00,2228.00,2290.00,2355.00,2417.00,2472.00,2528.00,2583.00,2637.00,2699.00,2757.00,2831.00,2917.00,3018.00,3127.00,3243.00,3407.00,3577.00,3750.00,3929.00,4071.00,4216.00,4399.00,4542.00,4726.00,4885.00,5062.00,5227.00,5391.00,5555.00,5665.00,5755.00,5853.00,5959.00,6072.00,6181.00
Hombres,76,1394.00,1446.00,1506.00,1574.00,1647.00,1720.00,1791.00,1852.00,1900.00,1940.00,1969.00,2007.00,2062.00,2119.00,2180.00,2241.00,2298.00,2354.00,2406.00,2454.00,2506.00,2552.00,2610.00,2682.00,2767.00,2863.00,2967.00,3120.00,3282.00,3448.00,3621.00,3763.00,3902.00,4041.00,4216.00,4361.00,4538.00,4728.00,4901.00,5059.00,5216.00,5317.00,5396.00,5487.00,5585.00,5686.00,5790.00
Hombres,77,1242.00,1283.00,1331.00,1388.00,1453.00,1523.00,1595.00,1662.00,1720.00,1770.00,1808.00,1848.00,1899.00,1952.00,2007.00,2065.00,2121.00,2177.00,2229.00,2274.00,2319.00,2359.00,2406.00,2464.00,2534.00,2616.00,2707.00,2844.00,2994.00,3151.00,3316.00,3454.00,3593.00,3726.00,3859.00,4034.00,4173.00,4377.00,4561.00,4725.00,4875.00,4971.00,5045.00,5126.00,5218.00,5312.00,5405.00
Hombres,78,1105.00,1137.00,1176.00,1222.00,1276.00,1338.00,1407.00,1475.00,1539.00,1598.00,1645.00,1690.00,1741.00,1789.00,1840.00,1893.00,1945.00,1999.00,2051.00,2096.00,2138.00,2176.00,2216.00,2262.00,2318.00,2385.00,2462.00,2582.00,2716.00,2862.00,3017.00,3152.00,3287.00,3419.00,3545.00,3679.00,3846.00,4009.00,4205.00,4378.00,4531.00,4623.00,4697.00,4774.00,4857.00,4945.00,5033.00
Hombres,79,981.00,1007.00,1038.00,1074.00,1118.00,1170.00,1231.00,1295.00,1360.00,1424.00,1479.00,1531.00,1583.00,1631.00,1678.00,1726.00,1773.00,1823.00,1874.00,1918.00,1960.00,1996.00,2034.00,2073.00,2118.00,2171.00,2234.00,2337.00,2455.00,2585.00,2729.00,2857.00,2988.00,3115.00,3240.00,3366.00,3493.00,3679.00,3835.00,4018.00,4180.00,4278.00,4352.00,4428.00,4507.00,4586.00,4668.00
Hombres,80,868.00,891.00,915.00,944.00,979.00,1021.00,1071.00,1128.00,1189.00,1252.00,1311.00,1368.00,1424.00,1474.00,1521.00,1565.00,1607.00,1653.00,1699.00,1742.00,1784.00,1821.00,1857.00,1893.00,1931.00,1974.00,2023.00,2110.00,2210.00,2323.00,2452.00,2572.00,2696.00,2819.00,2939.00,3063.00,3183.00,3327.00,3503.00,3646.00,3815.00,3924.00,4008.00,4085.00,4163.00,4238.00,4311.00
Hombres,81,762.00,783.00,804.00,827.00,855.00,888.00,929.00,976.00,1030.00,1089.00,1147.00,1206.00,1265.00,1318.00,1366.00,1409.00,1448.00,1489.00,1531.00,1570.00,1611.00,1649.00,1685.00,1720.00,1754.00,1790.00,1828.00,1900.00,1985.00,2081.00,2193.00,2301.00,2416.00,2531.00,2646.00,2765.00,2881.00,3014.00,3149.00,3311.00,3441.00,3563.00,3660.00,3746.00,3824.00,3898.00,3967.00
Hombres,82,664.00,684.00,703.00,723.00,745.00,772.00,804.00,842.00,886.00,938.00,992.00,1048.00,1107.00,1162.00,1213.00,1258.00,1295.00,1333.00,1371.00,1406.00,1443.00,1480.00,1517.00,1551.00,1583.00,1615.00,1646.00,1706.00,1777.00,1858.00,1954.00,2048.00,2151.00,2257.00,2365.00,2478.00,2589.00,2715.00,2839.00,2961.00,3108.00,3197.00,3308.00,3405.00,3489.00,3561.00,3627.00
Hombres,83,571.00,591.00,610.00,628.00,647.00,668.00,695.00,725.00,760.00,802.00,849.00,900.00,956.00,1011.00,1063.00,1110.00,1149.00,1185.00,1220.00,1251.00,1284.00,1319.00,1354.00,1388.00,1420.00,1449.00,1476.00,1528.00,1587.00,1654.00,1735.00,1815.00,1904.00,1999.00,2097.00,2203.00,2308.00,2425.00,2542.00,2653.00,2762.00,2870.00,2953.00,3061.00,3154.00,3232.00,3296.00
Hombres,84,485.00,505.00,523.00,540.00,557.00,576.00,597.00,621.00,649.00,683.00,721.00,765.00,815.00,866.00,918.00,966.00,1006.00,1044.00,1077.00,1106.00,1135.00,1166.00,1198.00,1230.00,1261.00,1289.00,1315.00,1361.00,1412.00,1468.00,1534.00,1601.00,1678.00,1759.00,1846.00,1942.00,2039.00,2148.00,2255.00,2359.00,2458.00,2534.00,2636.00,2717.00,2820.00,2906.00,2975.00
Hombres,85,408.00,427.00,445.00,461.00,477.00,493.00,511.00,530.00,552.00,579.00,610.00,645.00,687.00,732.00,780.00,827.00,869.00,908.00,942.00,969.00,996.00,1022.00,1050.00,1079.00,1108.00,1136.00,1160.00,1203.00,1249.00,1297.00,1352.00,1408.00,1471.00,1540.00,1614.00,1699.00,1786.00,1885.00,1984.00,2079.00,2171.00,2240.00,2313.00,2411.00,2488.00,2581.00,2656.00
Hombres,86,338.00,356.00,373.00,389.00,404.00,419.00,434.00,450.00,468.00,489.00,512.00,540.00,574.00,612.00,655.00,698.00,739.00,778.00,813.00,841.00,867.00,890.00,914.00,939.00,965.00,991.00,1014.00,1054.00,1096.00,1138.00,1185.00,1232.00,1285.00,1341.00,1403.00,1476.00,1551.00,1639.00,1729.00,1816.00,1899.00,1964.00,2031.00,2101.00,2191.00,2260.00,2341.00
Hombres,87,274.00,291.00,307.00,322.00,337.00,351.00,365.00,379.00,394.00,411.00,430.00,451.00,477.00,508.00,543.00,581.00,618.00,657.00,692.00,721.00,747.00,768.00,789.00,810.00,832.00,854.00,875.00,913.00,952.00,990.00,1032.00,1072.00,1116.00,1162.00,1213.00,1273.00,1337.00,1412.00,1491.00,1569.00,1644.00,1704.00,1767.00,1830.00,1894.00,1975.00,2033.00
Hombres,88,220.00,235.00,249.00,264.00,277.00,290.00,303.00,316.00,329.00,343.00,358.00,374.00,395.00,419.00,447.00,478.00,510.00,545.00,578.00,607.00,634.00,654.00,673.00,691.00,710.00,728.00,746.00,781.00,817.00,853.00,891.00,927.00,964.00,1001.00,1042.00,1091.00,1143.00,1206.00,1273.00,1341.00,1408.00,1462.00,1519.00,1578.00,1636.00,1692.00,1760.00
Hombres,89,173.00,186.00,198.00,211.00,223.00,235.00,248.00,259.00,271.00,283.00,295.00,307.00,323.00,342.00,364.00,389.00,415.00,445.00,475.00,503.00,529.00,549.00,568.00,584.00,599.00,615.00,630.00,660.00,691.00,724.00,757.00,790.00,823.00,855.00,888.00,927.00,970.00,1021.00,1077.00,1134.00,1192.00,1239.00,1290.00,1343.00,1396.00,1445.00,1491.00
Hombres,90,133.00,144.00,155.00,166.00,177.00,188.00,199.00,209.00,220.00,230.00,241.00,251.00,264.00,278.00,295.00,314.00,334.00,358.00,384.00,408.00,433.00,453.00,470.00,486.00,499.00,512.00,525.00,550.00,577.00,606.00,637.00,667.00,696.00,724.00,752.00,783.00,816.00,858.00,903.00,949.00,997.00,1038.00,1083.00,1130.00,1176.00,1221.00,1261.00
Hombres,91,100.00,109.00,119.00,128.00,137.00,147.00,157.00,166.00,175.00,185.00,194.00,202.00,212.00,223.00,236.00,250.00,266.00,284.00,305.00,325.00,347.00,365.00,382.00,397.00,410.00,422.00,432.00,453.00,476.00,500.00,527.00,554.00,581.00,606.00,629.00,655.00,681.00,715.00,751.00,787.00,825.00,858.00,896.00,937.00,978.00,1016.00,1052.00
Hombres,92,74.00,81.00,88.00,96.00,104.00,112.00,120.00,129.00,137.00,145.00,153.00,160.00,169.00,177.00,187.00,198.00,210.00,224.00,239.00,255.00,273.00,289.00,304.00,318.00,331.00,341.00,350.00,368.00,387.00,407.00,429.00,453.00,477.00,499.00,520.00,541.00,562.00,589.00,617.00,646.00,676.00,701.00,732.00,766.00,800.00,834.00,864.00
Hombres,93,54.00,60.00,66.00,72.00,78.00,84.00,91.00,98.00,105.00,112.00,119.00,125.00,132.00,139.00,147.00,155.00,164.00,174.00,185.00,197.00,211.00,223.00,237.00,249.00,261.00,272.00,280.00,295.00,310.00,326.00,344.00,364.00,385.00,404.00,422.00,441.00,458.00,480.00,502.00,524.00,547.00,565.00,588.00,615.00,644.00,672.00,697.00
Hombres,94,38.00,42.00,47.00,52.00,56.00,62.00,67.00,73.00,79.00,85.00,90.00,96.00,102.00,107.00,114.00,120.00,126.00,133.00,142.00,150.00,160.00,170.00,180.00,190.00,201.00,210.00,218.00,231.00,244.00,257.00,271.00,288.00,305.00,321.00,337.00,353.00,367.00,385.00,403.00,419.00,436.00,449.00,467.00,487.00,510.00,532.00,553.00
Hombres,95,26.00,29.00,32.00,36.00,40.00,44.00,48.00,53.00,57.00,62.00,67.00,71.00,76.00,81.00,86.00,91.00,96.00,101.00,107.00,113.00,121.00,127.00,135.00,143.00,151.00,159.00,167.00,177.00,188.00,198.00,209.00,222.00,236.00,249.00,262.00,276.00,288.00,303.00,318.00,331.00,343.00,352.00,365.00,379.00,396.00,414.00,430.00
Hombres,96,17.00,20.00,22.00,25.00,27.00,30.00,34.00,37.00,41.00,44.00,48.00,52.00,56.00,60.00,64.00,68.00,71.00,75.00,80.00,84.00,89.00,93.00,99.00,105.00,111.00,117.00,124.00,132.00,141.00,149.00,158.00,169.00,179.00,190.00,200.00,211.00,221.00,234.00,245.00,256.00,265.00,271.00,280.00,290.00,302.00,315.00,327.00
Hombres,97,12.00,13.00,15.00,17.00,19.00,21.00,24.00,26.00,29.00,32.00,35.00,37.00,40.00,44.00,47.00,50.00,52.00,55.00,59.00,61.00,65.00,68.00,71.00,75.00,80.00,85.00,89.00,96.00,103.00,110.00,117.00,125.00,133.00,141.00,149.00,158.00,166.00,176.00,186.00,194.00,201.00,206.00,211.00,218.00,226.00,235.00,244.00
Hombres,98,7.00,9.00,10.00,11.00,12.00,14.00,15.00,17.00,19.00,21.00,23.00,25.00,28.00,30.00,32.00,35.00,37.00,39.00,41.00,43.00,46.00,47.00,50.00,52.00,56.00,59.00,63.00,68.00,73.00,78.00,84.00,90.00,96.00,102.00,108.00,114.00,120.00,128.00,136.00,143.00,149.00,152.00,156.00,161.00,166.00,172.00,177.00
Hombres,99,5.00,5.00,6.00,7.00,8.00,9.00,10.00,11.00,12.00,14.00,15.00,17.00,18.00,20.00,22.00,24.00,25.00,27.00,28.00,30.00,31.00,33.00,34.00,36.00,38.00,40.00,42.00,46.00,50.00,54.00,58.00,63.00,68.00,72.00,76.00,81.00,85.00,91.00,97.00,102.00,107.00,109.00,112.00,115.00,119.00,123.00,126.00
Hombres,100,3.00,3.00,3.00,4.00,5.00,5.00,6.00,7.00,8.00,9.00,10.00,11.00,12.00,13.00,15.00,16.00,17.00,18.00,19.00,20.00,21.00,22.00,23.00,24.00,25.00,26.00,28.00,30.00,33.00,36.00,39.00,42.00,46.00,49.00,52.00,55.00,58.00,62.00,67.00,70.00,74.00,76.00,78.00,80.00,83.00,85.00,88.00
Hombres,101,1.00,2.00,2.00,2.00,3.00,3.00,3.00,4.00,5.00,5.00,6.00,7.00,7.00,8.00,9.00,10.00,11.00,11.00,12.00,13.00,14.00,14.00,15.00,15.00,16.00,17.00,18.00,19.00,21.00,23.00,25.00,27.00,30.00,32.00,34.00,37.00,39.00,42.00,44.00,47.00,50.00,51.00,53.00,54.00,56.00,58.00,59.00
Hombres,102,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,6.00,6.00,7.00,8.00,8.00,9.00,9.00,9.00,10.00,10.00,10.00,11.00,12.00,13.00,14.00,15.00,17.00,18.00,20.00,22.00,23.00,25.00,27.00,28.00,30.00,32.00,33.00,34.00,35.00,36.00,37.00,38.00
Hombres,103,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,3.00,3.00,3.00,4.00,4.00,4.00,5.00,5.00,5.00,6.00,6.00,6.00,6.00,7.00,7.00,8.00,8.00,9.00,10.00,11.00,12.00,13.00,14.00,15.00,16.00,17.00,18.00,19.00,20.00,21.00,22.00,23.00,24.00,24.00
Hombres,104,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,6.00,7.00,7.00,8.00,9.00,9.00,10.00,11.00,11.00,12.00,12.00,13.00,14.00,14.00,15.00
Hombres,105,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,3.00,3.00,4.00,4.00,4.00,5.00,5.00,5.00,6.00,6.00,7.00,7.00,7.00,8.00,8.00,9.00
Hombres,106,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00
Hombres,107,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,3.00
