"","year","edad","SxH","SxM"
"2488",2027,68,0.973651899973465,0.980862727015715
"2489",2028,69,0.971671193825243,0.979183091570225
"2490",2029,70,0.969541796868065,0.977356930188538
"2491",2030,71,0.967252907933747,0.975372299979606
"2492",2031,72,0.964793795352742,0.973215896433324
"2493",2032,73,0.962154156959696,0.970874072352646
"2494",2033,74,0.959321404915607,0.968332613050076
"2495",2034,75,0.95628237774313,0.965574946342883
"2496",2035,76,0.953023423734047,0.962584522873155
"2497",2036,77,0.949531489576873,0.959343543813795
"2498",2037,78,0.945789607970987,0.955835160076371
"2499",2038,79,0.941776006542394,0.952043765602473
"2500",2039,80,0.937476295065909,0.947948879732015
"2501",2040,81,0.932878028768526,0.943525534317889
"2502",2041,82,0.927962520687227,0.93875099451772
"2503",2042,83,0.922711692054022,0.933602543794469
"2504",2043,84,0.917107790644433,0.928053210458786
"2505",2044,85,0.91113189512851,0.922077236697975
"2506",2045,86,0.904698644038392,0.915601902795421
"2507",2046,87,0.897702984460291,0.908537399516717
"2508",2047,88,0.890093492262426,0.900829566437286
"2509",2048,89,0.881814341826665,0.892419799951185
"2510",2049,90,0.872805061424198,0.883244859214738
"2511",2050,91,0.863000323921511,0.873236715068434
"2512",1970,92,0.852329772695277,0.862322457077906
"2513",1971,93,0.840717907767879,0.850424275105353
"2514",1972,94,0.828084051052668,0.837459537291414
"2515",1973,95,0.81434241361503,0.823340994623834
"2516",1974,96,0.799402301114442,0.807977140396959
"2517",1975,97,0.783168485907036,0.791272757654825
"2518",1976,98,0.765541783728264,0.773129691577108
"2519",1977,99,0.746419882676127,0.753447883045273
"2520",1978,100,0.725698463358014,0.732126705157942
"2521",1979,101,0.703272659392053,0.709066637081902
"2522",1980,102,0.679038903060702,0.684171304565752
"2523",1981,103,0.652897189065527,0.657349909718657
"2524",1982,104,0.624753791657705,0.628520052973297
"2525",1983,105,0.594524435224214,0.597610934089533
"2526",1984,106,0.562137908753391,0.564566892960529
"2527",1985,107,0.527540078141665,0.529351209282678
"2528",1986,108,0.490698203554341,0.491950052716677
"2529",1987,109,0.451605429841326,0.452376428068067
"2530",1988,110,0.661211405492262,0.6620269543878
"2531",1989,1,0.966209862913984,0.972373217769616
"2532",1990,2,0.99134193447719,0.992024075660461
"2533",1991,3,0.997311706216536,0.997430868400867
"2534",1992,4,0.998459800440079,0.998549515435233
"2535",1993,5,0.998872799682648,0.998982528576487
"2536",1994,6,0.999082613806645,0.999221762253556
"2537",1995,7,0.99922889135262,0.999382055111602
"2538",1996,8,0.999310840404506,0.999471061872354
"2539",1997,9,0.99935932058579,0.999530412889296
"2540",1998,10,0.999383402417497,0.999567883000367
"2541",1999,11,0.999385811415815,0.999587409522968
"2542",2000,12,0.999366032238914,0.999591066079527
"2543",2001,13,0.999322039851665,0.999580296007775
"2544",2002,14,0.999252034091552,0.999557027514027
"2545",2003,15,0.999155374117957,0.999523682949181
"2546",2004,16,0.999033098171106,0.999482902465515
"2547",2005,17,0.998887911446502,0.99943745314073
"2548",2006,18,0.998723918131131,0.999389608048685
"2549",2007,19,0.998546016884319,0.999341273437388
"2550",2008,20,0.998359595425345,0.999294047226681
"2551",2009,21,0.998169992924468,0.999248664012132
"2552",2010,22,0.997981926783036,0.999205393431134
"2553",2011,23,0.997799299017024,0.999164130218489
"2554",2012,24,0.997625170851734,0.999124505863754
"2555",2013,25,0.997461487494484,0.999085606600694
"2556",2014,26,0.997309308044244,0.999046338925616
"2557",2015,27,0.997168684904562,0.999005921850678
"2558",2016,28,0.997038917057172,0.998963145502829
"2559",2017,29,0.996918775447109,0.998917056102353
"2560",2018,30,0.996806538114909,0.998866978463225
"2561",2019,31,0.996700118400333,0.998812038402192
"2562",2020,32,0.996597003532351,0.99875133860071
"2563",2021,33,0.996494704078617,0.99868430125096
"2564",2022,34,0.996390715767896,0.998610255333372
"2565",2023,35,0.996282446254086,0.998528548800368
"2566",2024,36,0.996167276826098,0.998438645100837
"2567",2025,37,0.996042776852393,0.998339728765756
"2568",2026,38,0.995906644348607,0.9982309976552
"2569",2027,39,0.995756627645786,0.998111646162482
"2570",2028,40,0.995590595518854,0.997980867546737
"2571",2029,41,0.995406490465001,0.997837538242062
"2572",2030,42,0.995202172012183,0.997680700228185
"2573",2031,43,0.994975624999251,0.997509162357842
"2574",2032,44,0.994724855999431,0.997321385038046
"2575",2033,45,0.99444780860811,0.997115945504606
"2576",2034,46,0.994142509923163,0.996891459421246
"2577",2035,47,0.993806693722329,0.996646099104264
"2578",2036,48,0.993437995440642,0.996377520861691
"2579",2037,49,0.993034378701535,0.996083979180845
"2580",2038,50,0.99259316877213,0.995763625285795
"2581",2039,51,0.992111543337768,0.995413277893106
"2582",2040,52,0.991586994870175,0.99503020166847
"2583",2041,53,0.991016261990257,0.994612117303261
"2584",2042,54,0.990395739530488,0.994155432232692
"2585",2043,55,0.98972224473678,0.993656530009986
"2586",2044,56,0.988992129832806,0.993111878509011
"2587",2045,57,0.988200956364846,0.992517455026843
"2588",2046,58,0.987344547747906,0.99186876310798
"2589",2047,59,0.986418156722299,0.991161128530072
"2590",2048,60,0.985416948918295,0.990389179368185
"2591",2049,61,0.984335578729301,0.989547387620479
"2592",2050,62,0.983167920665341,0.988629534780394
"2593",1970,63,0.981908175735949,0.987628927992962
"2594",1971,64,0.980549395245405,0.986538761424917
"2595",1972,65,0.979084813058538,0.985351158974484
"2596",1973,66,0.977507081482179,0.984057794528104
"2597",1974,67,0.975807687713284,0.982649675364537
"2598",1975,68,0.97397881887585,0.981117217821972
"2599",1976,69,0.972011087363936,0.9794500243247
"2600",1977,70,0.969894977205657,0.97763673264345
"2601",1978,71,0.967619713263818,0.975665361153372
"2602",1979,72,0.965174510567218,0.973522499375302
"2603",1980,73,0.962548944079914,0.971194518972686
"2604",1981,74,0.959730422541236,0.968667230807082
"2605",1982,75,0.956705734911406,0.965923879719474
"2606",1983,76,0.953461071699487,0.962947749221868
"2607",1984,77,0.949983401064929,0.959720965892316
"2608",1985,78,0.946255712404412,0.956226538864703
"2609",1986,79,0.94225633108262,0.952448434327596
"2610",1987,80,0.93797086687223,0.948365906102397
"2611",1988,81,0.933386396350355,0.943953999157564
"2612",1989,82,0.928483984929364,0.939189618448079
"2613",1990,83,0.923245551861629,0.934049643064496
"2614",1991,84,0.917653254504185,0.928507205026708
"2615",1992,85,0.911687935002171,0.922536179946322
"2616",1993,86,0.905264389321903,0.916063939928629
"2617",1994,87,0.898278014792873,0.909001471888909
"2618",1995,88,0.890677248349035,0.901294479938098
"2619",1996,89,0.882406106193591,0.892884219033321
"2620",1997,90,0.873403937874199,0.8837073021457
"2621",1998,91,0.863605215697167,0.873695551600875
"2622",1999,92,0.852939358948759,0.862775908752032
"2623",2000,93,0.841330619712021,0.850870419086731
"2624",2001,94,0.828698047493441,0.837896314648061
"2625",2002,95,0.814955556485945,0.82376622374967
"2626",2003,96,0.800012132533261,0.808388536688216
"2627",2004,97,0.783772207268183,0.791667960398807
"2628",2005,98,0.766136238415969,0.773506299247786
"2629",2006,99,0.747001544394069,0.753803497211515
"2630",2007,100,0.726263431542402,0.732458984190363
"2631",2008,101,0.70381666427097,0.709373359830757
"2632",2009,102,0.679557323378519,0.684450443581624
"2633",2010,103,0.653385084295871,0.657599713380397
"2634",2011,104,0.625205951986734,0.628739134826568
"2635",2012,105,0.594935451753238,0.597798366711967
"2636",2013,106,0.562502265906496,0.56472230257819
"2637",2014,107,0.527852269490209,0.529474866635458
"2638",2015,108,0.490952871304486,0.49204295377391
"2639",2016,109,0.451797525834119,0.452440358176882
"2640",2017,110,0.661494899631571,0.6621098809065
"2641",2018,1,0.96686254189729,0.972923848280199
"2642",2019,2,0.991709055697875,0.992358218940974
"2643",2020,3,0.997419996478915,0.997536189683632
"2644",2021,4,0.998520683445102,0.998606562953189
"2645",2022,5,0.998915703347542,0.999020625493041
"2646",2023,6,0.999116698791979,0.999249446085978
"2647",2024,7,0.999256586352181,0.999402733245093
"2648",2025,8,0.999333835476588,0.9994877166766
"2649",2026,9,0.999379114667424,0.999544308856633
"2650",2027,10,0.999400995314641,0.999579847316354
"2651",2028,11,0.999401934593198,0.999598015485199
"2652",2029,12,0.99938125550923,0.999600727798916
"2653",2030,13,0.999336820770689,0.999589326964876
"2654",2031,14,0.999266740229941,0.999565686140933
"2655",2032,15,0.999170302115631,0.999532210091198
"2656",2033,16,0.99904848805421,0.999491544180043
"2657",2034,17,0.998903969723515,0.999446464685293
"2658",2035,18,0.998740839239113,0.999399246049599
"2659",2036,19,0.99856398485632,0.999351780425375
"2660",2037,20,0.998378796504971,0.999305635852993
"2661",2038,21,0.99819061429262,0.999261508402769
"2662",2039,22,0.998004148570624,0.99921961939549
"2663",2040,23,0.997823292505768,0.999179818319072
"2664",2041,24,0.99765108352039,0.99914169045656
"2665",2042,25,0.99748944041831,0.999104288073287
"2666",2043,26,0.997339389992435,0.999066493083152
"2667",2044,27,0.997200951732311,0.999027499302092
"2668",2045,28,0.997073388078952,0.99898608455346
"2669",2046,29,0.996955437259479,0.998941291863324
"2670",2047,30,0.996845351409298,0.998892443402542
"2671",2048,31,0.996741013989184,0.998838666635034
"2672",2049,32,0.996639900789095,0.998779068185587
"2673",2050,33,0.996539509310724,0.998713075962545
"2674",1970,34,0.996437328172402,0.998640026844386
"2675",1971,35,0.996330770461589,0.998559279098579
"2676",1972,36,0.996217223847109,0.998470302941345
"2677",1973,37,0.996094263836197,0.998372292194484
"2678",1974,38,0.995959598955741,0.998264456727449
"2679",1975,39,0.995810997176129,0.998146002894169
"2680",1976,40,0.995646345380771,0.998016132640175
"2681",1977,41,0.995463600545911,0.997873728655921
"2682",1978,42,0.995260636073233,0.997717851007653
"2683",1979,43,0.99503545885123,0.997547317065818
"2684",1980,44,0.994786095863718,0.997360592824129
"2685",1981,45,0.994510505173647,0.997156278343645
"2686",1982,46,0.994206727609232,0.996932986066796
"2687",1983,47,0.993872506915332,0.996688900527802
"2688",1984,48,0.993505505813472,0.996421712695754
"2689",1985,49,0.993103703069788,0.996129668375377
"2690",1986,50,0.992664426017878,0.99581091677277
"2691",1987,51,0.992184870912946,0.995462308248172
"2692",1988,52,0.991662534270852,0.995081111327968
"2693",1989,53,0.991094169586106,0.994665051287548
"2694",1990,54,0.990476183738161,0.994210549592019
"2695",1991,55,0.989805410386987,0.993713997014283
"2696",1992,56,0.98907819211233,0.993171867163104
"2697",1993,57,0.988290106118884,0.992580144362263
"2698",1994,58,0.987436993645794,0.991934354227677
"2699",1995,59,0.986514087905231,0.991229821718451
"2700",1996,60,0.985516562678177,0.990461166405835
"2701",1997,61,0.984439086677075,0.989622890355581
"2702",1998,62,0.983275549834298,0.98870877121498
"2703",1999,63,0.982020124148876,0.987712097880117
"2704",2000,64,0.980665855645799,0.986626104713093
"2705",2001,65,0.979205996819462,0.985442896108748
"2706",2002,66,0.977633178548912,0.984154126535909
"2707",2003,67,0.975938875895659,0.982750818221337
"2708",2004,68,0.974115302534135,0.981223392841031
"2709",2005,69,0.972153030259472,0.97956142886082
"2710",2006,70,0.970042512283403,0.977753548109509
"2711",2007,71,0.967772984212384,0.975787752931267
"2712",2008,72,0.965333638955321,0.973650588962255
"2713",2009,73,0.962714000347496,0.971328435592503
"2714",2010,74,0.95990147563597,0.968807114158511
"2715",2011,75,0.956882832979207,0.966069793449167
"2716",2012,76,0.953644197169579,0.96309968735562
"2717",2013,77,0.950172544981614,0.959878891071836
"2718",2014,78,0.946450847573116,0.956390354324394
"2719",2015,79,0.942457470895018,0.952617864614884
"2720",2016,80,0.938178024386386,0.948540564538743
"2721",2017,81,0.933599384794673,0.944133503599355
"2722",2018,82,0.928702513943164,0.939373435635067
"2723",2019,83,0.923469329610909,0.934237069923002
"2724",2020,84,0.917881950877773,0.928697580601974
"2725",2021,85,0.91192112046753,0.922728688744139
"2726",2022,86,0.905501700288979,0.916257804295839
"2727",2023,87,0.898519275841398,0.90919624615801
"2728",2024,88,0.890922225562478,0.901489661138865
"2729",2025,89,0.882654499028933,0.893079244351855
"2730",2026,90,0.873655370478824,0.883901546902119
"2731",2027,91,0.863859227675966,0.873888328247913
"2732",2028,92,0.853195395414307,0.862966466986612
"2733",2029,93,0.841588021193955,0.85105794745632
"2734",2030,94,0.828956039582773,0.838079944033387
"2735",2031,95,0.815213239476795,0.823945033023899
"2736",2032,96,0.800268471701567,0.808561561019371
"2737",2033,97,0.784026024006747,0.79183420260123
"2738",2034,98,0.766386202895273,0.773664744685965
"2739",2035,99,0.747246170592079,0.753953132344318
"2740",2036,100,0.726501075265495,0.732598819254143
"2741",2037,101,0.704045525250176,0.709502455732773
"2742",2038,102,0.679775452716581,0.684567942821411
"2743",2039,103,0.653590398040383,0.65770487472762
"2744",2040,104,0.625396252216387,0.62883137103622
"2745",2041,105,0.595108456214183,0.597877284140672
"2746",2042,106,0.562655647039014,0.564787741105348
"2747",2043,107,0.527983703358198,0.529526937986256
"2748",2044,108,0.491060096529612,0.492082075543811
"2749",2045,109,0.451878411623935,0.452467280850624
"2750",2046,110,0.661614301840488,0.662144806400111
"2751",2047,1,0.968238701446626,0.974083815159642
"2752",2048,2,0.992446346772976,0.99302921593196
"2753",2049,3,0.997638736549707,0.997748681277837
"2754",2050,4,0.998643810457077,0.998721968156256
"2755",1970,5,0.999002675826542,0.99909793108648
"2756",1971,6,0.999185897980016,0.999305791314061
"2757",1972,7,0.999312921645335,0.999444963879817
"2758",1973,8,0.999380804083633,0.999521839575493
"2759",1974,9,0.999419707209481,0.999572866674348
"2760",1975,10,0.999437211815921,0.999604510917809
"2761",1976,11,0.999435247819322,0.999619948651963
"2762",1977,12,0.999412822749684,0.999620775002778
"2763",1978,13,0.999367579661748,0.999608128886767
"2764",1979,14,0.999297448742272,0.99958377016578
"2765",1980,15,0.999201573519567,0.999550066870849
"2766",1981,16,0.999080818190615,0.999509675837965
"2767",1982,17,0.998937784254042,0.999465393569098
"2768",1983,18,0.998776538388918,0.999419498352209
"2769",1984,19,0.998601947709266,0.999373853022608
"2770",1985,20,0.998419407307841,0.999329962496431
"2771",1986,21,0.998234259678952,0.999288441727356
"2772",1987,22,0.998051200721668,0.99924941116062
"2773",1988,23,0.997874104959877,0.99921262660391
"2774",1989,24,0.997705959661397,0.999177578967321
"2775",1990,25,0.997548627908903,0.999143252713801
"2776",1991,26,0.997403068468213,0.999108482165486
"2777",1992,27,0.997269231789375,0.999072412564793
"2778",1993,28,0.997146304111046,0.999033800125312
"2779",1994,29,0.997032955819702,0.998991684133343
"2780",1995,30,0.996927385866179,0.998945383376776
"2781",1996,31,0.996827416767662,0.998894030401348
"2782",1997,32,0.996730502084415,0.998836741026038
"2783",1998,33,0.996634113925087,0.99877295486118
"2784",1999,34,0.996535727957698,0.998702024542488
"2785",2000,35,0.996432770336473,0.998623328631659
"2786",2001,36,0.996322643679571,0.998536350057434
"2787",2002,37,0.996202937685608,0.998440300772599
"2788",2003,38,0.996071383829692,0.998334414142746
"2789",2004,39,0.995925791634295,0.998217920042889
"2790",2005,40,0.995764086083609,0.998090037333669
"2791",2006,41,0.995584254497574,0.997949661131359
"2792",2007,42,0.99538419923407,0.997795888000395
"2793",2008,43,0.995161972884063,0.997627552609718
"2794",2009,44,0.994915644664939,0.997443132633859
"2795",2010,45,0.994643202557076,0.997241275203399
"2796",2011,46,0.994342715726679,0.997020586242836
"2797",2012,47,0.994011948548648,0.996779276008559
"2798",2013,48,0.993648620559376,0.996515107861578
"2799",2014,49,0.993250741973748,0.996226310100935
"2800",2015,50,0.992815644613585,0.995911028159867
"2801",2016,51,0.992340563720597,0.995566179124265
"2802",2017,52,0.991823004364947,0.99518904024413
"2803",2018,53,0.99125975152998,0.994777346882472
"2804",2019,54,0.990647237724674,0.994327550592969
"2805",2020,55,0.989982331392096,0.993836058053158
"2806",2021,56,0.989261355177215,0.993299355457289
"2807",2022,57,0.988479919764841,0.99271344255861
"2808",2023,58,0.987633904210039,0.992073891960261
"2809",2024,59,0.986718501117217,0.991376027580692
"2810",2025,60,0.985728901769739,0.990614451768021
"2811",2026,61,0.984659805484858,0.989783730473555
"2812",2027,62,0.983505135206646,0.98887763380694
"2813",2028,63,0.982259002002636,0.98788941282305
"2814",2029,64,0.980914441123952,0.986812387096688
"2815",2030,65,0.979464744677656,0.985638620359539
"2816",2031,66,0.977902498441327,0.984359726524257
"2817",2032,67,0.976219152053355,0.982966759718377
"2818",2033,68,0.974406975537403,0.981450153253651
"2819",2034,69,0.972456454745997,0.979799435114554
"2820",2035,70,0.970357977648116,0.978003193593844
"2821",2036,71,0.968100802567081,0.976049397061119
"2822",2037,72,0.965674075408272,0.973924498083697
"2823",2038,73,0.963067211082439,0.971614892274852
"2824",2039,74,0.960267613522241,0.969106422979361
"2825",2040,75,0.957262006217029,0.966382097140257
"2826",2041,76,0.954036373833097,0.963424980177714
"2827",2042,77,0.950577710861085,0.960217099739508
"2828",2043,78,0.946868949162995,0.956741278166919
"2829",2044,79,0.942888540987429,0.952980920895962
"2830",2045,80,0.938622094395576,0.948914932079314
"2831",2046,81,0.934056059095656,0.944518369031746
"2832",2047,82,0.929171175118488,0.939767661176079
"2833",2048,83,0.923949355798593,0.934639152901292
"2834",2049,84,0.918372637354478,0.929106105986586
"2835",2050,85,0.912421548688504,0.92314190823849
"2836",1970,86,0.906011093062602,0.916674049469579
"2837",1971,87,0.899037258500568,0.909614557237482
"2838",1972,88,0.891448297439306,0.901908954378331
"2839",1973,89,0.883188015886424,0.893498306506607
"2840",1974,90,0.874195525740789,0.884319030825213
"2841",1975,91,0.864405032460771,0.874302750691147
"2842",1976,92,0.853745657016419,0.863376208808574
"2843",1977,93,0.84214132124882,0.851461257062806
"2844",1978,94,0.829510711651359,0.83847494487429
"2845",1979,95,0.815767346617574,0.824329735797751
"2846",1980,96,0.800819785406505,0.808933881592842
"2847",1981,97,0.784572004980198,0.792191986521384
"2848",1982,98,0.766923985121952,0.774005799370376
"2849",1983,99,0.747772550516365,0.754275267141369
"2850",1984,100,0.727012507431246,0.732899894445598
"2851",1985,101,0.704538126746876,0.709780440630085
"2852",1986,102,0.680245019188353,0.684820982558849
"2853",1987,103,0.654032432942973,0.657931365159551
"2854",1988,104,0.6258060123206,0.629030040179894
"2855",1989,105,0.59548101560145,0.598047277704425
"2856",1990,106,0.562985981407231,0.564928708650307
"2857",1991,107,0.528266795746554,0.529639115607626
"2858",1992,108,0.491291064678069,0.492166359242368
"2859",1993,109,0.452052654995097,0.45252528475341
"2860",1994,110,0.661871580230879,0.662220057973809
"2861",1995,1,0.968229034792493,0.974075672187214
"2862",1996,2,0.992441336649915,0.993024656497703
"2863",1997,3,0.997637244237744,0.997747232782314
"2864",1998,4,0.998642969749801,0.998721180007336
"2865",1999,5,0.999002081003626,0.999097402011398
"2866",2000,6,0.999185424221366,0.999305404884288
"2867",2001,7,0.999312535438399,0.999444673565725
"2868",2002,8,0.999380481169111,0.999521604478825
"2869",2003,9,0.999419427358907,0.999572669503358
"2870",2004,10,0.999436961476143,0.99960434027314
"2871",2005,11,0.999435016964068,0.999619796565901
"2872",2006,12,0.999412603451824,0.999620635675023
"2873",2007,13,0.999367365458199,0.999607997909781
"2874",2008,14,0.999297234385326,0.999583643915388
"2875",2009,15,0.999201354755681,0.999549941979852
"2876",2010,16,0.999080591582641,0.999509548856853
"2877",2011,17,0.998937546856163,0.999465260902801
"2878",2012,18,0.998776287434509,0.99941935637436
"2879",2013,19,0.998601680576905,0.999373698311024
"2880",2014,20,0.998419121337758,0.999329792073029
"2881",2015,21,0.998233952192874,0.999288253183354
"2882",2016,22,0.998050869141044,0.999249202791106
"2883",2017,23,0.997873746837165,0.999212397353849
"2884",2018,24,0.997705572901357,0.999177328430161
"2885",2019,25,0.997548210808075,0.999142980941223
"2886",2020,26,0.997402619800692,0.999108189523509
"2887",2021,27,0.997268750812617,0.999072099739289
"2888",2022,28,0.997145790613862,0.999033467933652
"2889",2023,29,0.997032410062051,0.998991333405164
"2890",2024,30,0.996926808474801,0.998945014955248
"2891",2025,31,0.996826808787623,0.998893645086387
"2892",2026,32,0.996729864707896,0.998836339548789
"2893",2027,33,0.996633448512338,0.99877253787214
"2894",2028,34,0.996535035950169,0.998701592585533
"2895",2029,35,0.996432053076077,0.998622882114793
"2896",2030,36,0.996321902395987,0.998535889306529
"2897",2031,37,0.996202173502804,0.998439825992878
"2898",2032,38,0.996070597706601,0.998333925382846
"2899",2033,39,0.99592498423716,0.998217417194117
"2900",2034,40,0.995763257811301,0.998089520175041
"2901",2035,41,0.995583405536588,0.997949129358161
"2902",2036,42,0.995383329568805,0.997795341059217
"2903",2037,43,0.995161082181519,0.997626989828736
"2904",2038,44,0.994914732299154,0.997442553259643
"2905",2039,45,0.994642267694649,0.997240678156847
"2906",2040,46,0.994341757337992,0.997019970489349
"2907",2041,47,0.994010965460939,0.996778640333011
"2908",2042,48,0.993647611204105,0.996514450543508
"2909",2043,49,0.993249704563686,0.996225629539068
"2910",2044,50,0.99281457732932,0.995910322777146
"2911",2045,51,0.992339464469572,0.995565446874769
"2912",2046,52,0.991821870994361,0.995188279017846
"2913",2047,53,0.991258581665147,0.99477655449649
"2914",2048,54,0.990646028809711,0.994326724650519
"2915",2049,55,0.989981080625873,0.993835196042432
"2916",2050,56,0.989260059896735,0.993298454775663
"2917",1970,57,0.988478577069607,0.992712500492078
"2918",1971,58,0.987632510932702,0.992072905462481
"2919",1972,59,0.986717054373005,0.991374993609312
"2920",1973,60,0.985727398549356,0.990613367398276
"2921",1974,61,0.984658242561955,0.989782592329412
"2922",1975,62,0.983503509120513,0.988876438562544
"2923",1976,63,0.982257309719535,0.987888157415338
"2924",1977,64,0.980912679684103,0.986811067861601
"2925",1978,65,0.97946291084132,0.985637233916488
"2926",1979,66,0.97790058928527,0.984358269775733
"2927",1980,67,0.976217164832169,0.982965229340843
"2928",1981,68,0.974404907107949,0.981448545839945
"2929",1982,69,0.972454302570647,0.979797747612029
"2930",1983,70,0.970355739648951,0.978001423185101
"2931",1984,71,0.968098476506245,0.976047541168305
"2932",1985,72,0.965671659379938,0.9739225547855
"2933",1986,73,0.96306470395157,0.971612859536292
"2934",1987,74,0.960265014177905,0.969104298611191
"2935",1988,75,0.95725931386609,0.966379880097666
"2936",1989,76,0.95403358867461,0.963422670467263
"2937",1990,77,0.950574832971819,0.960214697849052
"2938",1991,78,0.946865978899921,0.956738785489734
"2939",1992,79,0.942885478097643,0.952978341535724
"2940",1993,80,0.938618938639156,0.948912271834237
"2941",1994,81,0.934052813261014,0.944515633653727
"2942",1995,82,0.929167843568909,0.93976485872474
"2943",1996,83,0.923945942935146,0.934636294033496
"2944",1997,84,0.918369148170989,0.929103200749177
"2945",1998,85,0.912417989701674,0.923138969056244
"2946",1999,86,0.906007469784636,0.916671088205779
"2947",2000,87,0.899033573587227,0.909611580733905
"2948",2001,88,0.891444554444702,0.901905970363268
"2949",2002,89,0.883184219388543,0.893495323634535
"2950",2003,90,0.874191681475643,0.884316058708414
"2951",2004,91,0.86440114746513,0.874299799915594
"2952",2005,92,0.853741739781653,0.863373290932606
"2953",2006,93,0.84213738187706,0.851458384592693
"2954",2007,94,0.829506762015844,0.838472131210809
"2955",2008,95,0.815763400523122,0.8243269951491
"2956",2009,96,0.800815858740294,0.808931228846706
"2957",2010,97,0.784568115849422,0.792189437069871
"2958",2011,98,0.76692015396801,0.774003368880088
"2959",2012,99,0.747768800192568,0.754272971267224
"2960",2013,100,0.727008863234376,0.732897748480756
"2961",2014,101,0.704534616385824,0.709778459090925
"2962",2015,102,0.680241672670135,0.684819178707837
"2963",2016,103,0.654029282364039,0.657929750470265
"2964",2017,104,0.625803091542002,0.629028623755371
"2965",2018,105,0.595478359791803,0.598046065666417
"2966",2019,106,0.56298362644046,0.564927703524142
"2967",2020,107,0.528264777446499,0.529638315732062
"2968",2021,108,0.491289417908437,0.492165758246069
"2969",2022,109,0.452051412608858,0.452524871139743
"2970",2023,110,0.661869745483877,0.662219521342123
"2971",2024,1,0.969946158733617,0.975520943464584
"2972",2025,2,0.993295440998925,0.993801922031897
"2973",2026,3,0.997892885961546,0.997995114643635
"2974",2027,4,0.998787137806938,0.998856370964911
"2975",2028,5,0.999104294314333,0.999188396318019
"2976",2029,6,0.999266939908858,0.999372040539701
"2977",2030,7,0.999379099254282,0.999494884194575
"2978",2031,8,0.999436336573138,0.999562378468049
"2979",2032,9,0.999468002681953,0.999606957117128
"2980",2033,10,0.999480559104909,0.999634094413226
"2981",2034,11,0.999475350273356,0.999646388445971
"2982",2035,12,0.999451037897416,0.999645067727193
"2983",2036,13,0.999405023404379,0.999631033472087
"2984",2037,14,0.999335032367889,0.999605909731143
"2985",2038,15,0.999240037431594,0.999572019174193
"2986",2039,16,0.99912076023781,0.99953203336811
"2987",2040,17,0.998979715621905,0.999488775158333
"2988",2041,18,0.998820938286667,0.999444529225758
"2989",2042,19,0.998649270272951,0.999401122675332
"2990",2043,20,0.998470113800494,0.999359981788975
"2991",2044,21,0.998288814945925,0.999321621061448
"2992",2045,22,0.998110052338476,0.999286037661436
"2993",2046,23,0.997937677301633,0.999252874432592
"2994",2047,24,0.997774614823524,0.999221510952119
"2995",2048,25,0.997622658653914,0.999190854746675
"2996",2049,26,0.997482683226254,0.999159689025836
"2997",2050,27,0.997354553937384,0.999127107220483
"2998",1970,28,0.997237364021801,0.99909184676491
"2999",1971,29,0.997129701835907,0.999052947837957
"3000",1972,30,0.997029703070588,0.999009729068662
"3001",1973,31,0.996935118540287,0.998961332304939
"3002",1974,32,0.996843377867133,0.998906886454003
"3003",1975,33,0.996751925800513,0.998845845064211
"3004",1976,34,0.996658225879591,0.998777578757802
"3005",1977,35,0.99655972361374,0.99870148868041
"3006",1978,36,0.996453843099177,0.998617070742213
"3007",1979,37,0.996338194092449,0.998523556778163
"3008",1980,38,0.996210538117126,0.998420205993588
"3009",1981,39,0.996068736620996,0.998306274344782
"3010",1982,40,0.995910761799612,0.998180999109459
"3011",1983,41,0.99573463835042,0.998043289426709
"3012",1984,42,0.995538304073249,0.997892284101953
"3013",1985,43,0.995319866848954,0.997726838041009
"3014",1986,44,0.995077446846635,0.997545443241955
"3015",1987,45,0.994809068109419,0.99734680326938
"3016",1988,46,0.994512833848893,0.997129516467193
"3017",1989,47,0.994186533346861,0.996891824953644
"3018",1990,48,0.993827955342771,0.996631580674985
"3019",1991,49,0.993435148200229,0.996346991715227
"3020",1992,50,0.993005449585466,0.996036199739778
"3021",1993,51,0.992536142855839,0.995696204732231
"3022",1994,52,0.992024743768077,0.995324295908387
"3023",1995,53,0.99146807668143,0.994918221974953
"3024",1996,54,0.990862606400305,0.994474472855256
"3025",1997,55,0.990205244922728,0.993989476318319
"3026",1998,56,0.989492290919725,0.993459735162231
"3027",1999,57,0.988719397586984,0.992881269515047
"3028",2000,58,0.987882491425249,0.992249711242209
"3029",2001,59,0.986976715716324,0.991560384323362
"3030",2002,60,0.985997284118241,0.99080787111267
"3031",2003,61,0.984938934790958,0.989986817897297
"3032",2004,62,0.983795632673165,0.989090986564558
"3033",2005,63,0.982561413615811,0.988113582428543
"3034",2006,64,0.981229300202937,0.987048031845234
"3035",2007,65,0.979792634417473,0.985886348955669
"3036",2008,66,0.978243946174923,0.984620098067961
"3037",2009,67,0.976574653867539,0.983240373712059
"3038",2010,68,0.974777098254722,0.981737624422992
"3039",2011,69,0.972841657762777,0.980101315558429
"3040",2012,70,0.970758638790167,0.978319993917635
"3041",2013,71,0.968517328014575,0.976381585333948
"3042",2014,72,0.966106812233519,0.974272425703174
"3043",2015,73,0.96351636882366,0.971978930663502
"3044",2016,74,0.96073339726736,0.969486970749198
"3045",2017,75,0.95774456395603,0.966779348895282
"3046",2018,76,0.954535676373479,0.96383894275159
