"","year","edad","SxH","SxM"
"4203",2041,23,0.998205303603024,0.999412403216171
"4204",2042,24,0.998063621211507,0.999394506860705
"4205",2043,25,0.997934055818598,0.999377163731984
"4206",2044,26,0.997817137555557,0.999359040335009
"4207",2045,27,0.997712391874553,0.999339114214943
"4208",2046,28,0.997618551659347,0.999316135676107
"4209",2047,29,0.997533897491483,0.999289209106414
"4210",2048,30,0.997456341454457,0.999257696500123
"4211",2049,31,0.997383390914213,0.999220811136956
"4212",2050,32,0.997312423990867,0.999177755330496
"4213",1970,33,0.997240825937987,0.99912803507176
"4214",1971,34,0.997166060347346,0.999071079925448
"4215",1972,35,0.997085691670786,0.999006357392685
"4216",1973,36,0.996997269065377,0.998933388431172
"4217",1974,37,0.996898515674891,0.998851459810232
"4218",1975,38,0.996787336612438,0.998759901459589
"4219",1976,39,0.996661811707828,0.998658042485512
"4220",1977,40,0.996520107049245,0.998545167467476
"4221",1978,41,0.996360398519583,0.998420228054066
"4222",1979,42,0.996180764622807,0.998282500438404
"4223",1980,43,0.995979523462791,0.99813090813737
"4224",1981,44,0.995754987107325,0.997963999983361
"4225",1982,45,0.995505315302858,0.99778068633781
"4226",1983,46,0.995228737728443,0.997579540492768
"4227",1984,47,0.994923137983162,0.997358933896215
"4228",1985,48,0.994586572539064,0.997117065492574
"4229",1986,49,0.994217235401446,0.9968520788652
"4230",1987,50,0.993812492251349,0.996562111286148
"4231",1988,51,0.993369820599059,0.996244503431631
"4232",1989,52,0.992886781177723,0.995896607892777
"4233",1990,53,0.992360363843498,0.995516238250066
"4234",1991,54,0.991787172425749,0.995100055002738
"4235",1992,55,0.991164302560895,0.994644589876973
"4236",1993,56,0.990487965016592,0.994146426633337
"4237",1994,57,0.989754000028906,0.993601685043477
"4238",1995,58,0.988958535560524,0.993006252516561
"4239",1996,59,0.988096527304857,0.992355471357629
"4240",1997,60,0.987163289553612,0.991643860652184
"4241",1998,61,0.98615373133727,0.990866410109707
"4242",1999,62,0.985062003681829,0.990016863511857
"4243",2000,63,0.983881840071319,0.989088255551504
"4244",2001,64,0.982606221033473,0.988074464218767
"4245",2002,65,0.98122870277497,0.986967312839448
"4246",2003,66,0.979741588306498,0.98575817286396
"4247",2004,67,0.978136172581483,0.984438315812416
"4248",2005,68,0.976405097150185,0.982998263663042
"4249",2006,69,0.974538290587314,0.981427226209308
"4250",2007,70,0.972525717397932,0.979713582578395
"4251",2008,71,0.970356782876878,0.977845079911542
"4252",2009,72,0.968020321498015,0.97580756100997
"4253",2010,73,0.965505015622594,0.9735875223507
"4254",2011,74,0.962798241989385,0.97117094435156
"4255",2012,75,0.959886410625236,0.968539752090431
"4256",2013,76,0.956754558759898,0.965676006597456
"4257",2014,77,0.953389776046157,0.962561255492932
"4258",2015,78,0.949774713377977,0.959177432855724
"4259",2016,79,0.94588839736106,0.955505320542717
"4260",2017,80,0.941716401277691,0.951522161402921
"4261",2018,81,0.93724225083336,0.947202994578251
"4262",2019,82,0.932445151028426,0.942521971375447
"4263",2020,83,0.927306934931639,0.937452860626267
"4264",2021,84,0.921809030145997,0.931969432130865
"4265",2022,85,0.91593044897096,0.926042674814985
"4266",2023,86,0.909587179267304,0.919600585290037
"4267",2024,87,0.902677981101994,0.912560011380259
"4268",2025,88,0.895150205284758,0.904865566681134
"4269",2026,89,0.886946628227455,0.896457365782608
"4270",2027,90,0.878005195221563,0.887270841375362
"4271",2028,91,0.868258799060639,0.877236614801918
"4272",2029,92,0.857635090552327,0.866280426868395
"4273",2030,93,0.846056361064924,0.854323151323206
"4274",2031,94,0.833439501765363,0.841280912844757
"4275",2032,95,0.819696070482229,0.827065338129002
"4276",2033,96,0.804732510097205,0.81158397173643
"4277",2034,97,0.788450538492151,0.794740888600174
"4278",2035,98,0.770747757298211,0.776437542066958
"4279",2036,99,0.751518530890292,0.756573875091628
"4280",2037,100,0.730655170009576,0.73504974474539
"4281",2038,101,0.708049478946837,0.711766685443948
"4282",2039,102,0.683594715033389,0.686630034821163
"4283",2040,103,0.657187983194721,0.659551442807194
"4284",2041,104,0.628733113452577,0.63045175736703
"4285",2042,105,0.598144014176972,0.599264264880928
"4286",2043,106,0.565348487222288,0.565938236244584
"4287",2044,107,0.53029245186726,0.530442691265559
"4288",2045,108,0.492944475772594,0.492770256381321
"4289",2046,109,0.453300459411465,0.452940960212898
"4290",2047,110,0.663716554438479,0.662759571713095
"4291",2048,1,0.976962123899699,0.981396878605509
"4292",2049,2,0.996117097553762,0.996371579672817
"4293",2050,3,0.998758229895525,0.998829617500693
"4294",1970,4,0.999277900159627,0.999317240576256
"4295",1971,5,0.999456122888452,0.99950307845854
"4296",1972,6,0.99954948956339,0.999605771135329
"4297",1973,7,0.99961195092794,0.999673856442569
"4298",1974,8,0.999635557442563,0.999709923937158
"4299",1975,9,0.999644558256562,0.999732840912934
"4300",1976,10,0.999641912942896,0.999744935906089
"4301",1977,11,0.999627254280304,0.999746962621975
"4302",1978,12,0.999598296187906,0.999738956331791
"4303",1979,13,0.999551777307302,0.999721001353811
"4304",1980,14,0.999484780147532,0.999694205586728
"4305",1981,15,0.999395662931068,0.999660693008392
"4306",1982,16,0.9992845824823,0.999623186947999
"4307",1983,17,0.99915368458386,0.999584621976548
"4308",1984,18,0.999006851312156,0.99954732130675
"4309",1985,19,0.998848822614652,0.999512968764277
"4310",1986,20,0.998685029675202,0.999482661331438
"4311",1987,21,0.998520834514031,0.999456502611103
"4312",1988,22,0.998360848128583,0.99943400651057
"4313",1989,23,0.998208821923284,0.999414392176099
"4314",1990,24,0.998067420400307,0.999396651134694
"4315",1991,25,0.997938146636464,0.999379460421823
"4316",1992,26,0.997821526365271,0.999361486024071
"4317",1993,27,0.997717080785798,0.999341704993929
"4318",1994,28,0.997623538408744,0.99931886870879
"4319",1995,29,0.997539176203577,0.999292082978909
"4320",1996,30,0.997461903801982,0.999260710788252
"4321",1997,31,0.997389226028917,0.999223966667806
"4322",1998,32,0.997318520878609,0.999181054082873
"4323",1999,33,0.99724717344108,0.999131479668711
"4324",2000,34,0.99717264787344,0.99907467362504
"4325",2001,35,0.997092510602244,0.999010104069051
"4326",2002,36,0.997004312809601,0.998937292027686
"4327",2003,37,0.996905779450253,0.998855524735801
"4328",2004,38,0.996794817717008,0.99876413269614
"4329",2005,39,0.996669510313981,0.998662445624385
"4330",2006,40,0.996528025833774,0.998549748430205
"4331",2007,41,0.996368542091017,0.998424993165322
"4332",2008,42,0.996189139359707,0.998287457408629
"4333",2009,43,0.995988138270739,0.998136065407935
"4334",2010,44,0.995763853176563,0.997969366707999
"4335",2011,45,0.995514445440841,0.997786274050708
"4336",2012,46,0.995238146227951,0.997585360472566
"4337",2013,47,0.994932840269369,0.997364999061987
"4338",2014,48,0.994596587296447,0.997123393029448
"4339",2015,49,0.994227583065086,0.996858685333167
"4340",2016,50,0.993823193668393,0.996569013310025
"4341",2017,51,0.993380899075506,0.996251722014253
"4342",2018,52,0.992898260613089,0.995904165012375
"4343",2019,53,0.992372270310249,0.99552415683045
"4344",2020,54,0.991799533860172,0.99510836031
"4345",2021,55,0.991177149314839,0.994653308713846
"4346",2022,56,0.990501326439864,0.994155586992616
"4347",2023,57,0.989767908022383,0.993611316385994
"4348",2024,58,0.98897302469336,0.993016387730796
"4349",2025,59,0.988111629917231,0.992366143783003
"4350",2026,60,0.987179039384863,0.991655103042404
"4351",2027,61,0.986170164458889,0.990878259792315
"4352",2028,62,0.985079158720971,0.990029357773386
"4353",2029,63,0.983899751854554,0.989101429697534
"4354",2030,64,0.982624923970761,0.988088359515389
"4355",2031,65,0.981248234142877,0.986981968262595
"4356",2032,66,0.979761982502811,0.985773625049288
"4357",2033,67,0.978157462482408,0.984454603806928
"4358",2034,68,0.976427319620043,0.983015427593699
"4359",2035,69,0.974561476615927,0.9814453029483
"4360",2036,70,0.972549893506119,0.979732606884229
"4361",2037,71,0.970381977137847,0.977865084206377
"4362",2038,72,0.968046558632749,0.975828571223401
"4363",2039,73,0.965532312350654,0.973609565436708
"4364",2040,74,0.962826614685168,0.971194048655815
"4365",2041,75,0.959915872108138,0.968563934209255
"4366",2042,76,0.956785111445163,0.965701272094448
"4367",2043,77,0.953421423143155,0.962587604425366
"4368",2044,78,0.949807454854996,0.959204855250296
"4369",2045,79,0.945922239401247,0.955533777198835
"4370",2046,80,0.941751349419239,0.951551594366198
"4371",2047,81,0.937278278121059,0.947233344961351
"4372",2048,82,0.932482213278436,0.942553154390848
"4373",2049,83,0.927344986555542,0.93748476206763
"4374",2050,84,0.92184801836381,0.93200194248047
"4375",1970,85,0.915970303604988,0.926075656682682
"4376",1971,86,0.909627841254604,0.919633906490081
"4377",1972,87,0.902719422352267,0.912593592952045
"4378",1973,88,0.895192387281504,0.904899318917698
"4379",1974,89,0.886989500524731,0.896491187723531
"4380",1975,90,0.878048693831501,0.88730462039822
"4381",1976,91,0.868302844731266,0.877270226400804
"4382",1977,92,0.857679586909495,0.866313734640306
"4383",1978,93,0.84610119271598,0.854356007233246
"4384",1979,94,0.833484532346109,0.84131315784042
"4385",1980,95,0.819741140696233,0.827096803161732
"4386",1981,96,0.804777435860548,0.811614479275601
"4387",1982,97,0.788495109228851,0.794770254715529
"4388",1983,98,0.770791734509809,0.776465579170284
"4389",1984,99,0.751561647155775,0.756600395356019
"4390",1985,100,0.730697128535497,0.735074564289453
"4391",1986,101,0.708089953871161,0.711789629291408
"4392",1987,102,0.683633352719623,0.686650942599292
"4393",1988,103,0.657224404669422,0.659570175127967
"4394",1989,104,0.628766918244342,0.630468202753291
"4395",1990,105,0.598174785753676,0.599278347022621
"4396",1991,106,0.565375800184801,0.565949921287071
"4397",1992,107,0.53031588099578,0.530451994776109
"4398",1993,108,0.492963606940307,0.492777249499702
"4399",1994,109,0.453314902192737,0.452945774493375
"4400",1995,110,0.663737935275686,0.662765822691526
"4401",1996,1,0.976332900227959,0.980872089775237
"4402",1997,2,0.995903504220521,0.996176803027846
"4403",1998,3,0.998691415312504,0.998765489854436
"4404",1999,4,0.999239820167172,0.999281434411468
"4405",2000,5,0.999428558926257,0.999478324678997
"4406",2001,6,0.999527219997965,0.999587159946759
"4407",2002,7,0.99959345204915,0.999659409015736
"4408",2003,8,0.999619466413532,0.99969786067804
"4409",2004,9,0.999630069114705,0.999722423014595
"4410",2005,10,0.99962846991743,0.999735651129606
"4411",2006,11,0.999614414261582,0.999738431847334
"4412",2007,12,0.999585672463844,0.999730888153619
"4413",2008,13,0.999539022066375,0.999713167797021
"4414",2009,14,0.999471590781151,0.999686422880848
"4415",2010,15,0.999381786711075,0.999652796863896
"4416",2011,16,0.999269816783456,0.999615009890223
"4417",2012,17,0.999137861773805,0.999575986965815
"4418",2013,18,0.998989819864687,0.999538047445508
"4419",2014,19,0.998830440883691,0.999502888007587
"4420",2015,20,0.998665154007129,0.999471635713996
"4421",2016,21,0.998499320142229,0.999444430874414
"4422",2017,22,0.998337556414589,0.999420829058874
"4423",2018,23,0.998183623736895,0.99940008452748
"4424",2019,24,0.998040210513071,0.999381218797518
"4425",2020,25,0.997908846471305,0.999362923716485
"4426",2021,26,0.997790088921493,0.999343869545785
"4427",2022,27,0.997683489656777,0.999323037426185
"4428",2023,28,0.997587808729495,0.999299171530211
"4429",2024,29,0.99750134924099,0.999271367781252
"4430",2025,30,0.997422038675002,0.999238982291965
"4431",2026,31,0.997347400446602,0.999201220795443
"4432",2027,32,0.997274813776611,0.999157278610645
"4433",2028,33,0.997201665289204,0.999106657742063
"4434",2029,34,0.997125415422279,0.999048783778556
"4435",2030,35,0.997043616698298,0.998983120300863
"4436",2031,36,0.996953806017738,0.998909187716324
"4437",2032,37,0.996853695552492,0.99882626980171
"4438",2033,38,0.996741177714183,0.998733692774765
"4439",2034,39,0.996614314625714,0.998630781803716
"4440",2035,40,0.996471256921156,0.998516819281736
"4441",2036,41,0.99631016855305,0.998390754294479
"4442",2037,42,0.996129117078333,0.998251854262521
"4443",2038,43,0.995926404896849,0.998099038104771
"4444",2039,44,0.995700329864589,0.997930850245866
"4445",2040,45,0.995449041670574,0.997746186182763
"4446",2041,46,0.995170760741988,0.997543620824937
"4447",2042,47,0.994863363641522,0.997321515474577
"4448",2043,48,0.994524886605657,0.997078042612241
"4449",2044,49,0.994153512757352,0.996811349801713
"4450",2045,50,0.993746605267051,0.996519573985643
"4451",2046,51,0.993301626438787,0.996200028800064
"4452",2047,52,0.992816133351009,0.995850060908388
"4453",2048,53,0.992287102468797,0.995467478117213
"4454",2049,54,0.99171112615893,0.995048926551064
"4455",2050,55,0.991085285173252,0.994590928567865
"4456",1970,56,0.990405796548267,0.994090060670146
"4457",1971,57,0.989668484855612,0.993542433678175
"4458",1972,58,0.988869461628008,0.992943913920435
"4459",1973,59,0.988003696439639,0.992289841050818
"4460",1974,60,0.987066495007483,0.991574737914791
"4461",1975,61,0.986052752043647,0.990793566073058
"4462",1976,62,0.984956602893055,0.989940069681939
"4463",1977,63,0.983771804568689,0.989007295803246
"4464",1978,64,0.982491340250598,0.987989085711993
"4465",1979,65,0.981108748512438,0.986877276982915
"4466",1980,66,0.979616350170936,0.985663255609983
"4467",1981,67,0.978005449620159,0.984338278307967
"4468",1982,68,0.976268663855676,0.982892860472515
"4469",1983,69,0.974395957680128,0.981316232021792
"4470",1984,70,0.972377323155945,0.979596785166722
"4471",1985,71,0.970202156008764,0.977722281456824
"4472",1986,72,0.967859311350149,0.975678603700035
"4473",1987,73,0.965337520740747,0.973452242038812
"4474",1988,74,0.96262416301848,0.971029168283563
"4475",1989,75,0.959705670004626,0.968391379790778
"4476",1990,76,0.95656714287289,0.965521005397107
"4477",1991,77,0.95319566627039,0.9623996264488
"4478",1992,78,0.949573910933255,0.959009238534426
"4479",1993,79,0.945680865224968,0.955330802931593
"4480",1994,80,0.941502106259216,0.95134167749176
"4481",1995,81,0.937021359250348,0.947016906721214
"4482",1996,82,0.932217934896081,0.942330800660469
"4483",1997,83,0.927073674632322,0.93725730837074
"4484",1998,84,0.921570050001944,0.931770170380627
"4485",1999,85,0.91568617985166,0.925840546138634
"4486",2000,86,0.909337983885297,0.919396400080786
"4487",2001,87,0.902424032084422,0.912354253054575
"4488",2002,88,0.894891739068813,0.904658784307369
"4489",2003,89,0.886683954248667,0.896250177172169
"4490",2004,90,0.877738705768256,0.887063935572097
"4491",2005,91,0.867988979797217,0.877030753427664
"4492",2006,92,0.857362531872297,0.866076444198498
"4493",2007,93,0.84578176967523,0.854121952658345
"4494",2008,94,0.83316371261562,0.841083470749579
"4495",2009,95,0.819420058739127,0.826872686182545
"4496",2010,96,0.804457402471756,0.811397195273545
"4497",2011,97,0.788177623644298,0.794561111979507
"4498",2012,98,0.770478494563943,0.776265911910187
"4499",2013,99,0.751254556376697,0.75641153938221
"4500",2014,100,0.730398299326389,0.734897827251875
"4501",2015,101,0.707801705330986,0.711626255403395
"4502",2016,102,0.683358201420963,0.686502072105625
"4503",2017,103,0.656965047306666,0.659436798914853
"4504",2018,104,0.628526204316906,0.630351113078758
"4505",2019,105,0.597955678886012,0.599178085894963
"4506",2020,106,0.565181326958374,0.565866728610052
"4507",2021,107,0.530149066609749,0.530385758777532
"4508",2022,108,0.492827397595276,0.492727462958342
"4509",2023,109,0.45321207542573,0.452911500270048
"4510",2024,110,0.663585725377619,0.662721321419454
"4511",2025,1,0.976263979156469,0.980814578884223
"4512",2026,2,0.995879671856641,0.996155074771972
"4513",2027,3,0.998683975375866,0.998758345380704
"4514",2028,4,0.999235582205958,0.999277450075569
"4515",2029,5,0.999425494579847,0.999475573985462
"4516",2030,6,0.999524745887033,0.999585094636605
"4517",2031,7,0.999591398681908,0.999657808217995
"4518",2032,8,0.999617683617196,0.999696525963
"4519",2033,9,0.999628466670246,0.999721271926513
"4520",2034,10,0.99962698570731,0.999734626650642
"4521",2035,11,0.999612998958564,0.999737491906647
"4522",2036,12,0.999584283241379,0.999730000509875
"4523",2037,13,0.999537620597346,0.999712307269676
"4524",2038,14,0.999470143836545,0.99968556915022
"4525",2039,15,0.999380266584078,0.999651931715381
"4526",2040,16,0.999268201253956,0.99961411473337
"4527",2041,17,0.99913613242089,0.999575042149502
"4528",2042,18,0.998987959991348,0.999537032896435
"4529",2043,19,0.998828434857707,0.999501785057697
"4530",2044,20,0.998662985962775,0.999470428982028
"4531",2045,21,0.99849697408345,0.999443109001967
"4532",2046,22,0.998335017012599,0.999419385273246
"4533",2047,23,0.998180876695018,0.999398515939714
"4534",2048,24,0.998037244143627,0.999379525864721
"4535",2049,25,0.99790565199674,0.999361108591678
"4536",2050,26,0.997786661017749,0.999341934927273
"4537",1970,27,0.997679826353678,0.999320986537068
"4538",1971,28,0.997583911526426,0.999297006876182
"4539",1972,29,0.99749722252281,0.999269090832752
"4540",1973,30,0.997417688813623,0.999236593801167
"4541",1974,31,0.997342835895406,0.999198720578603
"4542",1975,32,0.997270043168228,0.999154665610366
"4543",1976,33,0.997196697474378,0.999103930393639
"4544",1977,34,0.997120258892534,0.999045940005542
"4545",1978,35,0.997038278462878,0.998980157514491
"4546",1979,36,0.996948291560041,0.998906103242537
"4547",1980,37,0.996848008988626,0.998823060571713
"4548",1981,38,0.996735321564759,0.998730355226849
"4549",1982,39,0.99660828916823,0.998627311854448
"4550",1983,40,0.996465060472185,0.998513212551802
"4551",1984,41,0.996303797914084,0.998387006069983
"4552",1985,42,0.996122567658763,0.998247958689215
"4553",1986,43,0.995919670099889,0.998094988734189
"4554",1987,44,0.995693401276218,0.997926640068771
"4555",1988,45,0.995441909591022,0.997741806282389
"4556",1989,46,0.995163414286956,0.997539062494695
"4557",1990,47,0.994855791027887,0.997316768717757
"4558",1991,48,0.994517073467654,0.997073094057335
"4559",1992,49,0.994145443338655,0.996806186597323
"4560",1993,50,0.993738263496667,0.996514183247234
"4561",1994,51,0.993292994312233,0.996194394209212
"4562",1995,52,0.992807192401008,0.995844165405703
"4563",1996,53,0.992277832531126,0.995461303918188
"4564",1997,54,0.991701505619657,0.995042454056936
"4565",1998,55,0.991075290532452,0.99458413700512
"4566",1999,56,0.990395405111821,0.99408292835479
"4567",2000,57,0.989657671951319,0.993534937803553
"4568",2001,58,0.988858200503293,0.992936029013722
"4569",2002,59,0.987991962118509,0.992281541318817
"4570",2003,60,0.98705426143316,0.991565998059099
"4571",2004,61,0.986039991351457,0.990784357232862
"4572",2005,62,0.98494328523954,0.989930363058735
"4573",2006,63,0.983757903105059,0.988997064185543
"4574",2007,64,0.982476828474488,0.987978297237812
"4575",2008,65,0.981093597690988,0.98686590161239
"4576",2009,66,0.979600533835594,0.985651265160968
"4577",2010,67,0.977988942506431,0.984325642728818
"4578",2011,68,0.976251437590211,0.982879548886267
"4579",2012,69,0.974377988483485,0.981302216109788
"4580",2013,70,0.972358590742767,0.979582038275298
"4581",2014,71,0.970182638880763,0.977706778759348
"4582",2015,72,0.967838990621704,0.975662325438964
"4583",2016,73,0.965316383747362,0.973435167651217
"4584",2017,74,0.962602197358254,0.971011276111985
"4585",2018,75,0.959682866023607,0.968372657321309
"4586",2019,76,0.956543498999093,0.965501448685909
"4587",2020,77,0.953171180283921,0.962379235800558
"4588",2021,78,0.949548583112642,0.958988022011274
"4589",2022,79,0.945654691009681,0.955308791247296
"4590",2023,80,0.941475081556843,0.951318915863947
"4591",2024,81,0.936993505160879,0.946993441000521
"4592",2025,82,0.932189285855652,0.942306696705499
"4593",2026,83,0.927044266102308,0.937232654749154
"4594",2027,84,0.921539922965779,0.931745051905048
"4595",2028,85,0.915655388713319,0.925815069079278
"4596",2029,86,0.909306574453075,0.919370666618233
"4597",2030,87,0.90239202617459,0.912328324060052
"4598",2031,88,0.894859166529931,0.904632728901936
"4599",2032,89,0.886650854116757,0.896224073114339
"4600",2033,90,0.877705127505531,0.887037869569851
"4601",2034,91,0.867954984614694,0.877004821306627
"4602",2035,92,0.857328194156633,0.866050750910498
"4603",2036,93,0.845747178444312,0.854096612075844
"4604",2037,94,0.833128973017319,0.841058605191982
"4605",2038,95,0.819385293555527,0.826848425629818
"4606",2039,96,0.804422753541707,0.811373676201649
"4607",2040,97,0.788143253169761,0.794538475759278
"4608",2041,98,0.770444586205229,0.7762443026998
"4609",2042,99,0.751221316016598,0.756391101499232
"4610",2043,100,0.730365955411367,0.73487870195753
"4611",2044,101,0.707770508633171,0.711608577090869
"4612",2045,102,0.683328424039248,0.686485963920361
"4613",2046,103,0.656936980789763,0.659422367849648
"4614",2047,104,0.628500156710139,0.630338444649206
"4615",2048,105,0.597931970550911,0.599167238560182
"4616",2049,106,0.565160285043654,0.565857728167498
"4617",2050,107,0.530131018099885,0.530378593003744
"4618",1970,108,0.492812660925148,0.492722076875537
"4619",1971,109,0.453200950793897,0.452907792417567
"4620",1972,110,0.663569259895371,0.662716507353611
"4621",1973,1,0.976326195961274,0.980866495677119
"4622",1974,2,0.9959011897522,0.996174692860761
"4623",1975,3,0.998690692655235,0.998764795928375
"4624",1976,4,0.999239408504729,0.999281047380499
"4625",1977,5,0.999428261236872,0.999478057449087
"4626",1978,6,0.999526979633468,0.999586959277663
"4627",1979,7,0.999593252544941,0.999659253458315
"4628",1980,8,0.999619293169419,0.999697730960702
"4629",1981,9,0.999629913371632,0.999722311129857
"4630",1982,10,0.999628325643805,0.999735551539027
"4631",1983,11,0.99961427666605,0.999738340463248
"4632",1984,12,0.999585537384586,0.999730801842591
"4633",1985,13,0.99953888577718,0.999713084111467
"4634",1986,14,0.999471450050449,0.999686339845855
"4635",1987,15,0.999381638843956,0.999652712709561
"4636",1988,16,0.99926965961873,0.999614922810306
"4637",1989,17,0.999137693520129,0.999575895051006
"4638",1990,18,0.998989638898747,0.999537948745421
"4639",1991,19,0.998830245685891,0.999502780708551
"4640",1992,20,0.998664943035273,0.999471518322128
"4641",1993,21,0.998499091841509,0.999444302287135
"4642",1994,22,0.998337309295136,0.999420688619487
"4643",1995,23,0.998183356409318,0.999399931956753
"4644",1996,24,0.998039921841843,0.999381054141182
"4645",1997,25,0.997908535604056,0.999362747184607
"4646",1998,26,0.997789755341836,0.999343681400808
"4647",1999,27,0.997683133174545,0.999322837980936
"4648",2000,28,0.997587429491897,0.99929896102711
"4649",2001,29,0.997500947675718,0.999271146361602
"4650",2002,30,0.997421615402767,0.999238750026902
"4651",2003,31,0.997346956290201,0.999200977664822
"4652",2004,32,0.997274349575892,0.999157024509177
"4653",2005,33,0.997201181904804,0.999106392515112
"4654",2006,34,0.997124913679478,0.999048507221768
"4655",2007,35,0.997043097277839,0.998982832160182
"4656",2008,36,0.99695326945161,0.998908887729553
"4657",2009,37,0.9968531422394,0.998825957668391
"4658",2010,38,0.996740607897428,0.998733368146701
"4659",2011,39,0.996613728330306,0.998630444282163
"4660",2012,40,0.996470653981306,0.998516468439346
"4661",2013,41,0.996309548655563,0.998390389671443
"4662",2014,42,0.996128479774591,0.998251475288341
"4663",2015,43,0.995925749543167,0.998098644151238
"4664",2016,44,0.9956996556406,0.997930440630223
"4665",2017,45,0.995448347630902,0.99774576003686
"4666",2018,46,0.995170045826107,0.997543177301025
"4667",2019,47,0.994862626701507,0.997321053599405
"4668",2020,48,0.994524126242439,0.997077561084351
"4669",2021,49,0.994152727436655,0.996810847370108
"4670",2022,50,0.993745793423943,0.996519049396015
"4671",2023,51,0.993300786320246,0.996199480464013
"4672",2024,52,0.992815263158973,0.995849487165306
"4673",2025,53,0.992286200240069,0.995466877235864
"4674",2026,54,0.991710189789206,0.995048296623588
"4675",2027,55,0.991084312374695,0.99459026757196
"4676",2028,56,0.990404785111344,0.994089366494816
"4677",2029,57,0.989667432378228,0.993541704103059
"4678",2030,58,0.988868365505599,0.992943146465667
"4679",2031,59,0.988002554240357,0.992289033205201
"4680",2032,60,0.987065304194249,0.991573887215099
"4681",2033,61,0.986051509903382,0.990792669709348
"4682",2034,62,0.984955306520035,0.989939124850185
"4683",2035,63,0.983770451348487,0.989006299853668
"4684",2036,64,0.982489927602395,0.987988035542235
"4685",2037,65,0.981107273638322,0.986876169667776
"4686",2038,66,0.979614810493262,0.9856620884049
"4687",2039,67,0.97800384267838,0.984337048286383
"4688",2040,68,0.976266986886683,0.98289156462747
"4689",2041,69,0.974394208367833,0.981314867595209
"4690",2042,70,0.972375499524264,0.979595349562481
"4691",2043,71,0.970200255963582,0.977720772256588
"4692",2044,72,0.967857333051624,0.975677018978768
"4693",2045,73,0.96533546295457,0.973450579793127
"4694",2046,74,0.962622024535931,0.9710274264036
"4695",2047,75,0.959703449884535,0.968389557056623
"4696",2048,76,0.956564840960781,0.965519101423052
"4697",2049,77,0.95319328234887,0.96239764126283
"4698",2050,78,0.949571445028217,0.959007172919792
"4699",1970,79,0.945678316891331,0.955328659876697
"4700",1971,80,0.941499475097623,0.951339461397113
"4701",1972,81,0.937018647313889,0.947014622049382
"4702",1973,82,0.932215145536207,0.94232845382212
"4703",1974,83,0.927070811300598,0.937254907987721
"4704",1975,84,0.921567116687756,0.931767724709813
"4705",1976,85,0.915683181851197,0.925838065526503
"4706",1977,86,0.909334925657864,0.919393894475958
"4707",1978,87,0.902420915753629,0.912351728384466
"4708",1979,88,0.894888567540449,0.904656247302897
"4709",1980,89,0.886680731323205,0.896247635405522
"4710",1981,90,0.877735436261498,0.88706139748712
"4711",1982,91,0.867985669669107,0.877028228356257
"4712",1983,92,0.857359188365888,0.866073942361453
"4713",1984,93,0.845778401458456,0.854119485145336
"4714",1985,94,0.833160329927271,0.841081049473036
"4715",1986,95,0.819416673535359,0.826870323801071
"4716",1987,96,0.804454028564654,0.81139490507851
"4717",1988,97,0.788174276829116,0.794558907739107
"4718",1989,98,0.770475192725794,0.776263807664197
"4719",1990,99,0.751251319564991,0.756409549186044
"4720",1991,100,0.730395149788088,0.734895964863403
"4721",1992,101,0.707798667487442,0.711624533911718
"4722",1993,102,0.683355301770656,0.686500503504531
"4723",1994,103,0.656962314242424,0.659435393625127
"4724",1995,104,0.628523667838303,0.630349879429627
"4725",1996,105,0.59795337019224,0.599177029580735
"4726",1997,106,0.565179277909771,0.56586585214424
"4727",1998,107,0.530147309050783,0.530385060970937
"4728",1999,108,0.49282596253788,0.492726938458091
"4729",2000,109,0.45321099210588,0.452911139196501
"4730",2001,110,0.663584121948634,0.662720852620545
"4731",2002,1,0.975926376083997,0.980532786261818
"4732",2003,2,0.995761670409954,0.996047503824624
"4733",2004,3,0.998647181786198,0.99872300227878
"4734",2005,4,0.999214630359044,0.999257753738422
"4735",2006,5,0.999410354270285,0.999461986909486
"4736",2007,6,0.99951252651408,0.999574901022644
"4737",2008,7,0.999581262527116,0.999649914259356
"4738",2009,8,0.999608892501855,0.999689949572951
"4739",2010,9,0.999620573053365,0.999715604788826
"4740",2011,10,0.999619681717689,0.999729586844412
"4741",2012,11,0.999606040677536,0.999732871779783
"4742",2013,12,0.999577459523045,0.999725641195325
"4743",2014,13,0.999530743018487,0.999708084811092
"4744",2015,14,0.999463049365698,0.999681383458583
"4745",2016,15,0.999372819408355,0.999647692935773
"4746",2017,16,0.999260292436763,0.999609731097904
"4747",2018,17,0.999127671545238,0.999570416661736
"4748",2019,18,0.998978864975866,0.999532066495405
"4749",2020,19,0.998818628791832,0.999496385559938
"4750",2021,20,0.998652390756937,0.999464520282198
"4751",2022,21,0.998485510988244,0.999436634706293
"4752",2023,22,0.998322610537622,0.999412311512656
"4753",2024,23,0.9981674563804,0.999390827974716
"4754",2025,24,0.99802275228496,0.999371225518425
"4755",2026,25,0.99789004511975,0.999352206202093
"4756",2027,26,0.997769912550736,0.999332443721724
"4757",2028,27,0.997661926161788,0.999310922532358
"4758",2029,28,0.997564866511464,0.999286382779168
"4759",2030,29,0.99747705378581,0.999257914415218
"4760",2031,30,0.997396427277704,0.999224869414566
"4761",2032,31,0.997320522806411,0.999186448068726
