sexo,edad,year,Valor
Hombres,69,2024,0
Hombres,70,2024,0
Hombres,71,2024,0
Hombres,72,2024,0
Hombres,73,2024,0
Hombres,74,2024,0
Hombres,75,2024,0
Hombres,76,2024,0
Hombres,77,2024,0
Hombres,78,2024,0
Hombres,79,2024,0
Hombres,80,2024,0
Hombres,81,2024,0
Hombres,82,2024,0
Hombres,83,2024,0
Hombres,84,2024,0
Hombres,85,2024,0
Hombres,86,2024,0
Hombres,87,2024,0
Hombres,88,2024,0
Hombres,89,2024,0
Hombres,90,2024,0
Hombres,91,2024,0
Hombres,92,2024,0
Hombres,93,2024,0
Hombres,94,2024,0
Hombres,95,2024,0
Hombres,96,2024,0
