"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"1",0.983864318755394,0.980553174818176,0.97837964198921,0.977188761919797,0.97684245040164,0.977143965876245,0.97785189533039,0.978684071689969,0.979367930831122,0.979683860118875,0.97948563415351,0.978702093071341,0.977332738839202,0.975445841296608,0.973177696637192,0.970723184651119,0.968307092794315,0.96613603580753,0.9643468281867,0.96297531282745,0.961960652150594,0.961180443264014,0.960497671433872,0.959800117913063,0.959021836172322,0.95814561236937,0.957190503171426,0.956190585380757,0.955172051180489,0.954135941492736,0.953051996870958,0.951865126756518,0.950511556312913,0.948938991018443,0.947124862612701
"2",0.984913522950279,0.983079768296796,0.98211868129462,0.981741270269643,0.981778597305822,0.982119348539711,0.982606855616584,0.983099872568512,0.983483582713289,0.98367698876223,0.983635014942376,0.983346731681116,0.982831877689358,0.982136689643705,0.981328348282571,0.980486541702979,0.979691547180664,0.979010531962272,0.978485944770596,0.978130092283352,0.977927721205328,0.97784504059819,0.977841283129578,0.977878760115538,0.977928924259613,0.977973946484604,0.97800478886437,0.978017449119709,0.978009105939826,0.97797551336671,0.97791034186545,0.977806424874069,0.977658254897208,0.977464744808841,0.97723126293279
"3",0.985920171269912,0.984955309262675,0.984581248087445,0.984525009790566,0.984656982924999,0.984929102902841,0.985247123759824,0.9855421378669,0.985769143517315,0.98590363423311,0.985937609185189,0.985875907446417,0.985733162532526,0.98553121950221,0.985296655116298,0.985058091257189,0.984843228135619,0.984675831677694,0.984573146177557,0.984544250165718,0.9845896968875,0.984702456506517,0.984869850094273,0.985075968439156,0.985304055822172,0.985538474598163,0.985766064978625,0.985976893148264,0.986164493327137,0.986325749403437,0.986460548790539,0.98657130262893,0.986662385809496,0.986739522296579,0.986809131765903
"4",0.986803816480599,0.986353434904106,0.986293637231732,0.98639341528294,0.986559420256817,0.986778357224649,0.986996750483569,0.987185704872145,0.987335018090985,0.987446372740527,0.987527337071681,0.987586928389791,0.987632965702307,0.987671149034516,0.987705545223749,0.987739907017668,0.987779099792762,0.987829946547773,0.987901037553054,0.988001427694055,0.988138563084467,0.988316109834957,0.988532463773438,0.988780520490137,0.989048838468726,0.98932383370225,0.989592331452091,0.98984378346165,0.990071680235548,0.99027399262888,0.990452729573032,0.990612848808118,0.990760823233563,0.990903179756256,0.991045300773911
"5",0.987496568307706,0.987414272771792,0.987562362397929,0.987764415934983,0.987957534988363,0.988146389128239,0.988306696935305,0.98843497512819,0.988541312304246,0.988641819387732,0.988752042263638,0.988882110820215,0.98903433643293,0.989203633004452,0.989380364804302,0.98955444199687,0.989719181132761,0.989873725723145,0.990023421033503,0.990178162520414,0.990349266989443,0.99054582589199,0.990771700757206,0.991024151857381,0.991294510118804,0.991570533370317,0.991839519213493,0.992091140726994,0.992319282754465,0.992522624061358,0.992704089587971,0.992869502244563,0.993025840311025,0.993179519599137,0.993335082604072
"6",0.988399103790569,0.988563131223309,0.988811125975464,0.989031019274785,0.989193926467603,0.989320281344306,0.989410847529383,0.989479211886993,0.989545871473713,0.989632431065571,0.989756072451292,0.989925034618688,0.990136500872164,0.99037788775062,0.990631162530284,0.990878511527614,0.991107330393728,0.991313115995302,0.991499778355257,0.991677627437397,0.991859741482046,0.992057742164587,0.992278202642659,0.99252079815522,0.992778726391064,0.993041061773933,0.993296022855695,0.993533981802917,0.993749401817148,0.993941432181908,0.994113316994641,0.99427098565469,0.994421259702236,0.994570118028081,0.994721423514259
"7",0.989073686036085,0.989425331735678,0.9897519704831,0.989998205453612,0.990160068109859,0.990264334181245,0.990328481377328,0.990375697820608,0.990431087473926,0.990518024272128,0.990653780738522,0.99084527249216,0.991086999601261,0.991362729935108,0.991650580074117,0.991929453700804,0.992184462006165,0.992409841906649,0.992609064117251,0.99279259025591,0.992974076725075,0.993166030108152,0.993376094704964,0.993605078293572,0.993847274905509,0.99409276682785,0.994330666120018,0.994552092841883,0.994752065648316,0.994930051759573,0.995089356721936,0.995235733555063,0.995375641576041,0.995514585704673,0.995655928542534
"8",0.989758736372642,0.990155946743439,0.990497177988799,0.990759676996314,0.990942602086714,0.991062193076296,0.991138251321937,0.991195167006474,0.99125874439108,0.991352875595298,0.991495179006794,0.9916926349627,0.991939510316568,0.992219194904083,0.992509508656443,0.992789272530687,0.993043684256048,0.993267071575312,0.993462845104711,0.993641210954963,0.993815460119489,0.993997788050551,0.994195746702035,0.994410370686232,0.994636505324682,0.994865020918914,0.995085900867674,0.995291044567072,0.995476009009977,0.995640474024515,0.995787628068567,0.995922847400502,0.996052074756573,0.996180295367725,0.996310468823205
"9",0.990276792017035,0.99071301660322,0.991076047539514,0.99136928345998,0.991591268048271,0.991745903159328,0.991852631510132,0.991935283329649,0.992019044448278,0.992127164011397,0.992276768413049,0.992474824425777,0.992716346502031,0.99298625815031,0.993264406021409,0.993531641223165,0.993774710306282,0.993988689001958,0.994176849499741,0.994348516514884,0.994515681730212,0.994689248317211,0.994875890903704,0.995076444228065,0.995286262614843,0.995497239358371,0.995700566495468,0.995889203556938,0.99605937980481,0.996210958870325,0.99634685766261,0.996471860332351,0.996591189789919,0.996709184848876,0.996828390525235
"10",0.990648388420841,0.991041221094875,0.991408801461515,0.991757171154519,0.992063156845328,0.992303179727844,0.992484487859537,0.992625180344556,0.992749138747658,0.992880447331557,0.993037889165727,0.993230627313153,0.99345656756814,0.993704200791252,0.993957202260312,0.994199872349595,0.994421459794535,0.994618291161665,0.994793627712632,0.994955752471959,0.995114993066713,0.995280478685318,0.995457503600178,0.99564626501995,0.995842305235187,0.996038340110776,0.996226659947803,0.996401223765606,0.996558890923035,0.996699668966607,0.996826162528539,0.996942528508619,0.997053252989929,0.997162043071072,0.997271082966168
