Sexo,Edad,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Mujeres,57,8,8,9,9,9,10,10,11,11,12,12,13,14,15,16,17,24,30,36,42,48,53,58,63,68,73,79,85,90,96,102,116,131,145,159,174,180,187,194,200,207
Mujeres,58,7,8,8,8,9,9,9,10,10,11,11,12,13,14,15,16,22,28,33,39,45,50,54,59,63,68,73,79,84,90,95,109,122,136,150,163,170,176,182,189,195
Mujeres,59,7,7,7,8,8,8,9,9,10,10,10,11,12,13,14,15,20,26,31,37,42,46,51,55,59,63,68,73,78,83,88,101,114,128,141,154,160,166,172,178,184
Mujeres,60,6,7,7,7,7,8,8,8,9,9,10,10,11,12,13,14,19,24,29,34,39,43,47,51,55,59,64,68,73,78,82,95,107,120,132,145,151,156,162,168,173
Mujeres,61,6,6,7,7,7,7,8,8,8,8,9,10,10,11,12,13,17,22,27,32,37,41,44,48,52,55,60,64,68,73,77,89,101,113,125,137,142,147,152,158,163
Mujeres,62,6,6,6,6,7,7,7,7,8,8,8,9,10,10,11,12,16,21,25,30,34,38,42,45,49,52,56,60,64,68,72,83,95,106,118,129,134,139,144,148,153
Mujeres,63,5,6,6,6,6,6,7,7,7,7,8,8,9,10,10,11,15,19,24,28,32,36,39,42,46,49,53,56,60,64,67,78,89,100,111,122,127,131,135,140,144
Mujeres,64,5,5,5,6,6,6,6,6,7,7,7,8,8,9,10,10,14,18,22,26,30,33,37,40,43,46,50,53,56,59,63,73,84,94,105,115,119,124,128,132,136
Mujeres,65,5,5,5,5,5,6,6,6,6,6,7,7,8,8,9,9,13,17,21,25,28,31,34,38,41,44,47,50,53,56,59,69,79,89,99,109,113,117,120,124,128
Mujeres,66,5,5,5,5,5,5,5,6,6,6,6,7,7,8,8,9,12,16,20,23,27,30,32,35,38,41,44,47,50,52,55,65,74,84,93,103,107,110,114,117,121
Mujeres,67,4,5,5,5,5,5,5,5,5,6,6,6,7,7,8,8,12,15,18,22,25,28,31,33,36,39,42,44,47,49,52,61,70,79,88,97,101,104,107,110,113
Mujeres,68,4,4,4,4,5,5,5,5,5,5,5,6,6,7,7,8,11,14,17,20,24,26,29,32,34,37,39,42,44,47,49,58,66,75,83,92,95,98,101,104,107
Mujeres,69,4,4,4,4,4,5,5,5,5,5,5,6,6,7,7,7,10,13,16,19,22,25,27,30,32,35,37,40,42,44,46,54,62,71,79,87,89,92,95,98,100
Mujeres,70,4,4,4,4,4,4,5,5,5,5,5,5,6,6,7,7,10,13,16,18,21,24,26,28,31,33,35,37,40,42,44,51,59,67,74,82,84,87,89,92,94
Mujeres,71,3,4,4,4,4,4,4,4,5,5,5,5,6,6,6,7,9,12,15,17,20,22,25,27,29,31,33,35,37,39,41,49,56,63,70,77,79,82,84,86,88
Mujeres,72,3,3,4,4,4,4,4,4,4,4,5,5,5,6,6,6,9,11,14,16,19,21,23,25,28,30,32,34,35,37,39,46,52,59,66,72,75,77,79,81,83
Mujeres,73,3,3,3,3,4,4,4,4,4,4,4,5,5,5,6,6,8,11,13,15,18,20,22,24,26,28,30,32,33,35,37,43,49,56,62,68,70,72,74,76,78
Mujeres,74,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,8,10,12,15,17,19,21,23,25,27,28,30,31,33,35,41,46,52,58,64,66,67,69,71,73
Mujeres,75,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,7,9,12,14,16,18,19,21,23,25,27,28,30,31,33,38,43,49,54,60,61,63,65,66,68
Mujeres,76,2,2,2,3,3,3,3,3,3,3,4,4,4,4,5,5,7,9,11,13,15,16,18,20,22,23,25,26,28,29,30,35,40,46,51,56,57,59,60,62,63
Mujeres,77,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,6,8,10,12,13,15,17,18,20,22,23,24,26,27,28,33,37,42,47,52,53,54,56,57,58
Mujeres,78,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,6,7,9,11,12,14,15,17,19,20,21,22,23,24,25,30,34,39,43,48,49,50,52,53,54
Mujeres,79,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,5,7,8,9,11,12,14,15,17,19,19,20,21,22,23,27,31,35,40,44,45,46,47,48,50
Mujeres,80,7,8,8,9,9,10,11,11,12,12,13,14,16,17,19,20,31,41,52,62,73,84,94,105,115,126,130,135,139,144,148,170,191,213,234,256,264,271,279,286,294
